id,product_id,flavor_name,flavor_description,flavor_category,iced_bool,cbd_bool,date_inserted,date_updated,predicted_category,confidence,raw_llm_response,categories,confidence,rationale
9967,9488,Frozen Pina Colada - SOLD OUT,,,,,13:44.8,13:44.8,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Cooling', 'Alcoholic Drinks']",high,"Contains 'Pina Colada', which is a cocktail; 'Frozen' may refer to cooling, and the presence of 'Colada' suggests a fruity flavor."
7777,5266,Coconut,,,,,02:28.5,02:28.5,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'coconut' refers to a type of fruit.
12548,9642,Frozen Pina Colada - SOLD OUT,,,,,42:09.9,42:09.9,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Cooling', 'Alcoholic Drinks']",high,"Contains 'Pina Colada', which is a cocktail; 'Frozen' may refer to cooling, and the presence of 'Colada' suggests a fruity flavor."
12421,9637,OMG! Smoothie - Fifty Bar 20000,,,,,28:04.6,28:04.6,Other Flavors,high,Other Flavors,"['Sweets', 'Non-alcoholic Drinks']",high,"The name 'Smoothie' suggests a non-alcoholic drink, and 'OMG!' is likely an exclamation rather than part of the flavor description. The brand name 'Fifty Bar 20000' doesn't provide clear clues about the flavor type."
6951,4022,Sour Watermelon Strawberry Iced,,,,,42:46.6,42:46.6,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit, and 'strawberry' is also a fruit; 'iced' may refer to cooling."
4712,1762,Tropical Storm,,,,,35:29.4,35:29.4,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The name 'Tropical Storm' suggests a fruity flavor, but it's unclear what specific fruits or ingredients are involved."
10567,9546,Cinn Funn! - Fifty Bar 20000,,,,,55:56.4,55:56.4,Other Flavors,high,Other Flavors,['Spice'],high,'Cinnamon' is a spice and the name 'Funn!' doesn't provide any additional flavor information.
9707,9443,Watermelon Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,58:27.2,58:27.2,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit; 'ice' may refer to cooling."
6025,3232,Honey,,,,,41:06.3,41:06.3,Other Flavors,high,Other Flavors,['Sweets'],high,"The word 'honey' is often associated with sweet flavors, such as desserts or candies."
5779,2995,Cream,,,,,47:44.4,47:44.4,Other Flavors,high,Other Flavors,['Sweets'],high,"The word 'cream' often refers to sweet or dessert-like flavors, such as ice cream."
12275,9629,Cancer Berry Bliss - SOLD OUT,,,,,44:20.9,44:20.9,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"The word 'Berry' is associated with fruit flavors, and 'Bliss' suggests a sweet or dessert-like taste."
9571,9432,Blue Razz Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,55:31.0,55:31.0,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
12341,9633,Cinn Funn! - SOLD OUT,,,,,07:49.1,07:49.1,Other Flavors,high,Other Flavors,['Spice'],high,The word 'cinnamon' is a clear indication of the spice category.
7060,4244,Strawberry Mango,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors,"['Fruit', 'Fruit']",high,"Contains 'strawberry', which is a fruit, and 'mango', which is also a fruit."
4582,1755,Watermelon Apple Rizzler,,,,,33:25.9,33:25.9,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'watermelon', which is a fruit, and 'apple' is also a fruit."
8600,8845,Strazz,,,,,17:42.6,17:42.6,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name 'Strazz' does not contain any clear associations with the given subcategories, making it difficult to categorize."
13286,9675,Watermelon B-Pop - RIA by Geek Bar Pulse - SOLD OUT,,,,,09:41.4,09:41.4,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Contains 'watermelon', which is a fruit; 'B-Pop' and the brand name suggest a sweet, possibly bubblegum-like flavor."
5684,2851,Blueberry,,,,,25:26.6,25:26.6,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'blueberry' directly refers to a type of fruit.
9041,9204,Cherry Strazz,,,,,30:10.3,30:10.3,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The word 'Cherry' is a fruit, but the suffix '-Strazz' does not provide clear associations with any known flavor categories."
13603,9691,Frozen Cherry Apple - SOLD OUT,,,,,04:42.2,04:42.2,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'Cherry' and 'Apple', which are both fruits."
12176,9625,Capricorn Dragon Melon - (Not Avail in FL) - SOLD OUT,,,,,41:48.0,41:48.0,Other Flavors,high,Other Flavors,['Fruit'],high,"The word 'Melon' is a type of fruit, leading to this classification."
12003,9617,Sour Apple B-Pop (B-Burst) - (Not Avail in FL) - SOLD OUT,,,,,21:19.5,21:19.5,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The presence of 'Apple' suggests a fruit flavor, but the rest of the name is unclear and may be brand-specific."
13117,9669,Aloe Grapple Watermelon,,,,,45:28.0,45:28.0,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,"Contains 'grapple', which is a fruit; 'watermelon' and 'aloe' are also fruits or related to non-alcoholic drinks."
4337,1743,Peach Ice,,,,,30:34.5,30:34.5,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'peach', which is a fruit; 'ice' may refer to cooling."
7500,4868,Mango,,,,,47:39.8,47:39.8,Other Flavors,high,Other Flavors,['Fruit'],high,"The flavor name contains the word 'mango', which is a fruit."
9031,9041,Cherry,,,,,15:03.6,15:03.6,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'cherry' directly refers to a type of fruit.
6914,4014,Aloe Strawberry,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",high,"Contains 'strawberry', which is a fruit; 'aloe' may be a brand-based or unidentifiable flavor type."
11399,9589,Drop Sour Saver - SOLD OUT,,,,,50:35.3,50:35.3,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"The word 'Sour' is often associated with candies and sweets, while 'Drop' could be a reference to fruit flavors like 'fruit drops'."
7181,4428,Strawberry B-Pop,,,,,29:43.0,29:43.0,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'strawberry', which is a fruit."
11779,9605,Sour Gush - SOLD OUT,,,,,11:35.3,11:35.3,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The name 'Sour Gush' suggests a fruity flavor, but the presence of '- SOLD OUT' makes it unclear and difficult to categorize."
