tag,title,brand,link,price,summary,image_url,image_urls,description,warning_description,package_contents_description,ingredients_description,key_features_description,flavors_description,specifications_description,performance_description,disposable_description,why_description,innovation_description,preference_description,enjoyment_description,compatibility_description,coil_description,battery_description,puffs_description,nicotine_description,e_liquid_description,prefilled_description,devices_description,airflow_description,heating_element_description,operation_description,charging_description,screen_description,links_description,colors_description,returns_description,options_description,size_description,pods_description,hardware_description,wattage_description,faqs_description,disposable,rechargeable,battery,mesh,usb,adjustable
hi-drip-iced-premium-e-liquid-100ml,Hi-Drip ICED Premium E-Liquid 100ml - Tropical Fruit Inspired Blend,TearDrip,https://perfectvape.com/hi-drip-iced-premium-e-liquid-100ml/,$10.56,"Try TearDrips tropical fruit inspired blend on ice!
Nicotine: 0mg, 3mg, 6mg
VG/PG: 70VG/30PG
100ml Chubby Unicorn Bottle
Child Resistant Cap
ISLAND ORANGE ICED
Experience the delicious chewy flavors of sweet blood orange and exotic pineapple,...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2241/7271/teardrip-hi-drip-iced-premium-e-liquid-100ml__96033.1713327953.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2241/7271/teardrip-hi-drip-iced-premium-e-liquid-100ml__96033.1713327953.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2241/6233/teardrip-hi-drip-iced-premium-e-liquid-100ml__17839.1713327953.jpg?c=2']","Try TearDrips tropical fruit inspired blend on ice!
Nicotine: 0mg, 3mg, 6mg
VG/PG: 70VG/30PG
100ml Chubby Unicorn Bottle
Child Resistant Cap
ISLAND ORANGE ICED

Experience the delicious chewy flavors of sweet blood orange and exotic pineapple, packed with any ice burst of menthol.
DEW BERRY ICED

Enjoy the succulent flavor of sweet honeydew blended with the perfect kick of ripe strawberries, and of course a frosty blast of icy menthol.
PEACHY MANGO ICED

Indulge your taste buds with an icy explosion of ripe, sweet mango and juicy, satisfying peach and experience our signature Mango Peach flavor like never before!
MELON PATCH ICED

Refresh your senses with this powerfully cool and refreshing twist of one the most irresistibly delicious flavors ever created – WATER MELONS.
NECTARINE LYCHEE ICED

Experience a wave of exotic flavors with our blend of juicy nectarines and sweet lychee finished with a cool menthol kick.
GUAVA LAVA ICED

Experience the sweet aromatic flavors of guava paired with an eruption of strawberry and finish with a cool hint of ice! Guava Lava is the perfect combination of guava + strawberry!
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hi-drip-premium-e-liquid-100ml,Hi-Drip Premium E-Liquid 100ml,TearDrip,https://perfectvape.com/hi-drip-premium-e-liquid-100ml/,$10.56,"Try TearDrips tropical fruit inspired blend!
Nicotine: 0mg, 3mg, 6mg
VG/PG: 70VG/30PG
100ml Chubby Unicorn Bottle
Child Resistant Cap
ISLAND ORANGE
Take a trip to a fruity tropical paradise anytime of the day with this sensationally sweet candy...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2240/7905/teardrip-hi-drip-premium-e-liquid-100ml__37316.1713327949.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2240/7905/teardrip-hi-drip-premium-e-liquid-100ml__37316.1713327949.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2240/6364/teardrip-hi-drip-premium-e-liquid-100ml__15050.1713327949.jpg?c=2']","Try TearDrips tropical fruit inspired blend!
Nicotine: 0mg, 3mg, 6mg
VG/PG: 70VG/30PG
100ml Chubby Unicorn Bottle
Child Resistant Cap
ISLAND ORANGE

Take a trip to a fruity tropical paradise anytime of the day with this sensationally sweet candy vape. Powerfully delicious blood orange and juice pineapple flavors packed into one perfect candy chew.
PEACHY
MANGO
Give your tastebuds the ride of their life with a powerful hit of mango peach candy. Every puff unleashes a sweet gush of ripe mango melded with sweet peach and finished with the signature taste of chewy candy.
MELON PATCH

Indulge in the ridiculously delicious taste of the juiciest watermelon candy chew you’ve ever had! Refreshing, yet sugary and sweet, it’s sure to be the highlight of your summer!
NECTARINE LYCHEE

Experience a wave of exotic flavors with our blend of juicy nectarines and sweet lychee.
GUAVA LAVA

Experience the sweet aromatic flavors of guava paired with an eruption of strawberry. Guava Lava is the perfect combination of guava + strawberry! ���������
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml,It's Pixy CHILLED Salt Premium E-Liquid 30ml,Shijin Vapor,https://perfectvape.com/shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml/,$10.27,"50/50 PG/VG
Available in 24mg, 50mg
30mL Chubby Unicorn with a Child-Resistant Cap
 
Best for Low Watt System/Pod System
 
Watermelon Cucumber Chilled from the Pixy Series is a go-to choice for that vape-enthusiast who is looking for a...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2121/7493/shijin-vapor-shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml__49620.1713327779.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2121/7493/shijin-vapor-shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml__49620.1713327779.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2121/7970/shijin-vapor-shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml__67002.1713327779.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2121/7394/shijin-vapor-shijn-vapor-its-pixy-chilled-salt-premium-e-liquid-30ml__95390.1713327779.jpg?c=2']","50/50 PG/VG
Available in 24mg, 50mg
30mL Chubby Unicorn with a Child-Resistant Cap
Best for Low Watt System/Pod System
Watermelon Cucumber Chilled from the Pixy Series is a go-to choice for that vape-enthusiast who is looking for a new unique flavor with a cooling twist. Mouthwatering watermelon with a refreshing hint of cucumber with a cool menthol finish. An e-liquid flavor that both new & seasoned vape enthusiasts will enjoy! Also available in a freebase liquid variant.
Mango Lime CHILLED is a mouthwatering taste of tropical mango candy mixed with tart citrus lime with a refreshing menthol hit.
On inhale, you will experience the sweetness of ripe mango, blended with the tartness from the juicy lime, all served up chilled. The perfect vape for enthusiasts of candy flavors.
A CHILLED salt nicotine variant of the Sour Green Apple from the Pixy series, that compliments the sour green apple candy flavor with a menthol finish. The sweet and sour tones from the green apple candy on inhale, are balanced out with an icy cooling sensation from the menthol on exhale.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shijin-vapor-its-pixy-salt-premium-e-liquid-30ml,Shijin Vapor It's Pixy Salt Premium E-Liquid 30ml,Shijin Vapor,https://perfectvape.com/shijin-vapor-its-pixy-salt-premium-e-liquid-30ml/,$10.27,"50/50 PG/VG
Available in 24mg, 50mg
30mL Chubby Unicorn with a Child-Resistant Cap
 
Best for Low Watt System/Pod System
 
This combination of watermelon and cucumber would make you forget that you were vaping on a candy e-liquid flavor...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2120/6863/shijin-vapor-its-pixy-salt-premium-e-liquid-30ml__46507.1713327778.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2120/6863/shijin-vapor-its-pixy-salt-premium-e-liquid-30ml__46507.1713327778.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2120/6898/shijin-vapor-its-pixy-salt-premium-e-liquid-30ml__52491.1713327778.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2120/7988/shijin-vapor-its-pixy-salt-premium-e-liquid-30ml__74466.1713327778.jpg?c=2']","50/50 PG/VG
Available in 24mg, 50mg
30mL Chubby Unicorn with a Child-Resistant Cap
Best for Low Watt System/Pod System
This combination of watermelon and cucumber would make you forget that you were vaping on a candy e-liquid flavor. Watermelon Cucumber by It's Pixy is a go to choice for those vape-enthusiast who are looking for a new unique flavor. On the inhale you will experience a refreshing burst of watermelon with just the right after-tone of cucumber, finished off with that familiar Pixy flavor.
We decided to add a little tropical flair with making this e-liquid flavor. Mango Lime by It's Pixy is the perfect twist of sweet and tart. On the inhale, you will experience the sweetness of a ripe mango mixed with the tartness from a juicy lime.
Sour Green Apple by It's Pixy is the perfect e-liquid to satisfy any candy cravings. The sourness from the tart green apple is balanced with the sugar from the candy flavor tone. On the inhale, expect a rush of sour tart green apple while on the exhale, expect a nice sugar candy balance. This juice is perfect for those vape-enthusiast who are looking for the next sour green apple candy vape!
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naked-100-salt-premium-e-liquid-30ml,Naked 100 SALT Premium E-Liquid 30ml,Naked,https://perfectvape.com/naked-100-salt-premium-e-liquid-30ml/,$11.27,"NAKED 100 SALT NIC
VG/PG: 50/50
35mg
50mg
30ml",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2106/7078/naked-100-salt-premium-e-liquid-30ml__00528.1713327756.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2106/7078/naked-100-salt-premium-e-liquid-30ml__00528.1713327756.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2106/7510/naked-100-salt-premium-e-liquid-30ml__60487.1713327756.jpg?c=2']","NAKED 100 SALT NIC
VG/PG: 50/50
35mg
50mg
30ml
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naked-100-premium-e-liquid-60ml,Naked 100 Premium E-Liquid 60ml,Naked,https://perfectvape.com/naked-100-premium-e-liquid-60ml/,$11.62,"NAKED 100 60ML
VG/PG 65/35
Flavors Description and Rating:
https://vaping.com/blog/guides/best-naked-vape-juice-flavors/",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2105/8009/naked-100-premium-e-liquid-60ml__37762.1713327750.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2105/8009/naked-100-premium-e-liquid-60ml__37762.1713327750.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2105/7251/naked-100-premium-e-liquid-60ml__33610.1713327750.jpg?c=2']","NAKED 100 60ML
VG/PG 65/35
Flavors Description and Rating:
https://vaping.com/blog/guides/best-naked-vape-juice-flavors/
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twist-menthol-tobacco-premium-e-liquid-60ml-2pk,TWIST Menthol & Tobacco Premium E-Liquid 60ml 2pk,Twist E-Liquids,https://perfectvape.com/twist-menthol-tobacco-premium-e-liquid-60ml-2pk/,$16.76,"Tobacco Platinum No. 1
Full-bodied flavor of tobacco is expertly mixed and gives a full taste of sweet tobacco.
 
Tobacco Gold No. 1
Medium-bodied tobacco flavor is mild yet complex and sweet to provide a satisfying taste.
 
Tobacco...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2069/6155/twist-e-liquids-twist-menthol-and-tobacco-premium-e-liquid-60ml-2pk__97812.1713327670.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2069/6155/twist-e-liquids-twist-menthol-and-tobacco-premium-e-liquid-60ml-2pk__97812.1713327670.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2069/7305/twist-e-liquids-twist-menthol-and-tobacco-premium-e-liquid-60ml-2pk__59340.1713327670.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2069/6602/twist-e-liquids-twist-menthol-and-tobacco-premium-e-liquid-60ml-2pk__75133.1713327670.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2069/7666/twist-e-liquids-twist-menthol-and-tobacco-premium-e-liquid-60ml-2pk__15641.1713327670.jpg?c=2']","Tobacco Platinum No. 1
Full-bodied flavor of tobacco is expertly mixed and gives a full taste of sweet tobacco.
Tobacco Gold No. 1
Medium-bodied tobacco flavor is mild yet complex and sweet to provide a satisfying taste.
Tobacco Silver No. 1
Light-bodied flavor of tobacco is perfect for tobacco lovers who want just a hint taste of tobacco balanced with a sweet finish.
Menthol No. 1
Menthol flavors are balanced to perfection to produce a one of a kind e-liquid.",,,,,,,,,,,,,,,,,,,,,,,,,,"Twist Salt Nic 30ml 2pk
View All
Close",,,,,,,,,,,,,,
twist-premium-e-liquid-60ml-2pk,TWIST Premium E-Liquid 60ml 2pk,Twist E-Liquids,https://perfectvape.com/twist-premium-e-liquid-60ml-2pk/,$16.76,"Pink No. 1 (formerly known as Pink Punch Lemonade)
A delicious flavor that features lemon extracts, which brings to mind your favorite summertime drink.
 
Red No. 1 (formerly known as Watermelon Madness)
This is a unique e-liquid that delivers...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2068/6191/twist-e-liquids-twist-premium-e-liquid-60ml-2pk__16614.1713327653.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2068/7139/twist-e-liquids-twist-premium-e-liquid-60ml-2pk__63297.1713327653.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2068/6191/twist-e-liquids-twist-premium-e-liquid-60ml-2pk__16614.1713327653.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2068/6724/twist-e-liquids-twist-premium-e-liquid-60ml-2pk__08473.1713327653.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2068/7286/twist-e-liquids-twist-premium-e-liquid-60ml-2pk__34385.1713327653.jpg?c=2']","Pink No. 1 (formerly known as Pink Punch Lemonade)

A delicious flavor that features lemon extracts, which brings to mind your favorite summertime drink.
Red No. 1 (formerly known as Watermelon Madness)

This is a unique e-liquid that delivers an amazing flavor of pure and sweet red watermelons.
Green No. 1 (formerly known as Honeydew Melon Chew)

Flavor extracts of sweet honeydew melons and juicy cantaloupes combine to create a delicious e-liquid taste.
Blend No. 1 (formerly known as Tropical Pucker Punch)

Your taste buds will get an amazing punch of flavor from the exotic tropical fruit extracts, which are blended to perfection.
Purple No. 1 (formerly known as Berry MedleyLemonade)

Blueberry fruit extracts are mixed with lemon flavoring to produce a unique and memorable burst of flavor.
Pink 0° (formerly known as Iced Pink Punch)

Pink lemon extracts inspired by a favorite summertime drink gets a punch of fruit flavors and menthol for a chilled effect.
Crimson No. 1 (formerly known as Strawberry Crush)

Vine-ripe strawberry flavors are perfectly mixed with lemon extracts to create a dazzling e-liquid taste like no other.
Tobacco Platinum No. 1

Full-bodied flavor of tobacco is expertly mixed and gives a full taste of sweet tobacco.
Tobacco Gold No. 1

Medium-bodied tobacco flavor is mild yet complex and sweet to provide a satisfying taste.
Tobacco Silver No. 1

Light-bodied flavor of tobacco is perfect for tobacco lovers who want just a hint taste of tobacco balanced with a sweet finish.
Menthol No. 1

Menthol flavors are balanced to perfection to produce a one of a kind e-liquid.
Chilled Remix (formerly known as Chilled Melon Remix)

Keep your mouth watering and taste buds tingling with this blend of sweet watermelon and cool menthol.
Cocktail Blend (formerly known as Fruit Cocktail Blend)

The flavor of sweet lemon citrus when you inhale slowly gives way to reveal a cocktail of flavors that blend peach, kiwi, and pomegranate when you exhale.
Frosted Amber (formerly known as Frosted Sugar Cookie)

A light and airy, almost cake-like confection, is topped with warm vanilla drizzle and sprinkled with candied sweetness for good measure.
Banana Amber (formerly known as Banana Oatmeal Cookie)

A mix of warm and chewy oatmeal cookie is loaded with fresh and creamy bananas to give your tastebuds a fresh from the oven tasting experience.
Berry Amber (formerly known as Strawberry Honey Graham Cookie)

Inhale the taste of delicious strawberry jam, slathered over a flavorful graham cracker, and topped with a golden honey drizzle.
Purple Grape (formerly known as Grape Berry Mix)

Mixed berry flavors are expertly blended with the sweet taste of grape to create an unforgettable e-liquid that your palate will never forget.
Yellow Peach (formerly known as Peach Blossom Lemonade)

Vape sweet ripe peaches, blended with freshly squeezed lemonade. Peach Blossom is the perfect mixture of tangy and sweet, it’s every peach loving vaper’s treat!
Purple Berry (formerly known as Pom Berry Mix)

The unique and exciting combination of tart pomegranate and fresh blueberries produce a purple berry mix like no other.
Sour Red (formerly known as Sweet & Sour)

An amazing blend of watermelon, with a subtle sour taste that adds a delightful and enjoyable sweet kick and tang with every hit.
Wild Red (formerly known as Wild Watermelon Lemonade)

Sweet watermelon and tart lemonade is sure to make your taste buds go wild.
White Grape (formerly known as The Grape White)

This e-liquid is an ocean of white grape with waves of citrus and sweet candied apples.
Space No. 1 (formerly known as Space Rocks)

Embrace an out of this world mixture of strawberry and kiwi that pops and rocks. This otherworldly vape will excite your taste buds and blast you off to another level of sweet flavor.
White No. 1 (formerly known as Bearhemian White Gummy)

A delightfully tasty white pineapple gummy flavor, with a hint of sour undertones, this chewy treat will lay bear a delightful flavor experience that you’ll never forget.
Rainbow No. 1 (formerly known as Sour Rainbow)

A taste of this rainbow is a mash up of colorful fruit flavors with a burst of sour taffy at the finish.",,,,,,,,,,,,,,,,,,,,,,,,,,"Twist Salt Nic 30ml 2pk
View All
Close",,,,,,,,,,,,,,
bad-drip-salts-premium-e-liquid-30ml,Bad Drip Salts Premium Vape E-Liquid 30ml,Bad Drip Labs E-Liquids & E-Juice,https://perfectvape.com/bad-drip-salts-premium-e-liquid-30ml/,$10.92,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2063/6823/bad-drip-labs-bad-drip-salts-premium-e-liquid-30ml__33632.1713327648.jpg?c=2,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad-drip-premium-e-liquid-60ml,Bad Drip Premium Vape E-Liquid 60ml,Bad Drip Labs E-Liquids & E-Juice,https://perfectvape.com/bad-drip-premium-e-liquid-60ml/,$10.92,,https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2062/7889/bad-drip-labs-bad-drip-premium-e-liquid-60ml__62642.1713327640.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7889/bad-drip-labs-bad-drip-premium-e-liquid-60ml__62642.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7519/bad-drip-labs-bad-drip-premium-e-liquid-60ml__26618.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/6614/bad-drip-labs-bad-drip-premium-e-liquid-60ml__56082.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7125/bad-drip-labs-bad-drip-premium-e-liquid-60ml__71465.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7953/bad-drip-labs-bad-drip-premium-e-liquid-60ml__71959.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/6473/bad-drip-labs-bad-drip-premium-e-liquid-60ml__24854.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/6803/bad-drip-labs-bad-drip-premium-e-liquid-60ml__49047.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7802/bad-drip-labs-bad-drip-premium-e-liquid-60ml__70001.1713327640.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2062/7893/bad-drip-labs-bad-drip-premium-e-liquid-60ml__82921.1713327640.jpg?c=2']","View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitt-salt-nic-premium-e-liquid-30ml,HITT Salt Nic Premium E-Liquid 30ml,HITT Vapes and E-Liquids,https://perfectvape.com/hitt-salt-nic-premium-e-liquid-30ml/,$9.86,"The NEW HITT Salt Nic, well-known for their popular flavors in their disposable vape line!
30ml
50mg | 5% Salt Nic",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1990/6652/hitt-salt-nic-premium-e-liquid-30ml__37460.1713327588.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1990/6652/hitt-salt-nic-premium-e-liquid-30ml__37460.1713327588.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1990/7904/hitt-salt-nic-premium-e-liquid-30ml__02939.1713327588.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1990/6186/hitt-salt-nic-premium-e-liquid-30ml__67974.1713327588.jpg?c=2']","The NEW HITT Salt Nic, well-known for their popular flavors in their disposable vape line!
30ml
50mg | 5% Salt Nic
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
