tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
fume-infinity-blueberry-c-c,Fume Infinity 3500,Fume Infinity 3500,Blueberry C C,6752653410390,$15.99,TRUE,,TRUE,,,,blueberry,cotton candy,,,,5%,3500,12,https://getpop.co/products/fume-infinity-blueberry-c-c,"Up to 3,500 puffs (12ml) Fume Infinity Blueberry CC is blend of blueberry ice with cotton candy. The result is light, sweet, and slightly chilled. This is a great fit if you enjoy blueberry ice and you'd like something sweet with a mild blueberry flavor. The Fume Infinity disposable device features a new design that is compact, robust, and delivers incredible flavor. Featuring 12ml of e-liquid and good for up to 3,500 puffs, the Fume Infinity is the longest lasting device that enhances the flavors that has made Fume wildly popular. What's included: 1 Fume Infinity disposable device 5% salt nicotine Volume: 12ml (up to 3,500 puffs) Battery: 1500 mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About Fume Infinity Fume Infinity features a new design that's sleek and compact. The Fume Inifinity is sleek, compact, and feels good to to the touch. Featuring 12ml of e-liquid and good for up to 3,500 puffs, the Fume Infinity is the longest lasting device by Fume to date. We love the shape and performance, which delivers the same flavors that has made Fume a huge success. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-infinity-blueberry-cc-device_1024x1024.jpg?v=1659555085,http://getpop.co/cdn/shop/products/fume-infinity-blueberry-cc-device_2048x2048.jpg?v=1659555085
hyppe-max-flow-supreme-cola-freeze,Hyppe Max Flow,Hyppe Max Flow,Cola Freeze (Red),6566434144342,$13.99,TRUE,,TRUE,TRUE,,TRUE,cola,,,,,5%,2000,5,https://getpop.co/products/hyppe-max-flow-supreme-cola-freeze,"Up to 2,000 puffs (6ml) Adjustable Airflow (via dial) Mesh Coil NOTE: This is the original Hyppe Max Supreme Flow Cola Freeze in a red device. Hyppe Max Flow Supreme Cola Freeze is easily one of the best cola flavors, rich with plenty of air and ice. It ranks as one of Hyppe's best flavors and one we highly recommend. It's really that good. The Hyppe Max Flow Supreme features a mesh coil for improved flavor, adjustable airflow and 6ml of e-liquid. Hyppe is known for fantastic flavor and reliability. Good for up to 2,000 puffs, the Hyppe Max Flow is powered by a 900mAh battery. What's included: 1 Hyppe Max Flow Supreme disposable device with Mesh Coil 5% salt nicotine Volume: 6.5ml (up to 2,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5%) Natural & Artificial Flavors E-Liquid origin: China Device origin: China",http://getpop.co/cdn/shop/products/hyppe-max-flow-mesh-cola-freeze-device_1024x1024.jpg?v=1684864668,http://getpop.co/cdn/shop/products/hyppe-max-flow-mesh-cola-freeze-device_2048x2048.jpg?v=1684864668
uwell-caliburn-ak2-classic-black,UWELL,UWELL,Caliburn AK2 (Classic Black),6781495246934,$19.99,TRUE,TRUE,,,TRUE,,,,,,,,,2,https://getpop.co/products/uwell-caliburn-ak2-classic-black,"The UWELL Caliburn AK2 is a significant upgrade from the original Caliburn Koko pod device, widely regarded to be the best refillable pod system. This is the compact cousin of the Caliburn A2 and operates just like a disposable device. This is the perfect device if you're interested in moving beyond a disposable device. A refillable pod system like the Caliburn AK2 uses salt-nicotine e-liquid. This is a terrific way to vape because it's much cheaper and provides a significantly wider array of low-nicotine options. • UWELL Caliburn AK2 requires the Caliburn A2 pods , which must be replaced after every 3-4 fills • UWELL Caliburn AK2 is rechargeable via USB Type-C cable , which is not included Click or tap here for USB Type-C cable to recharge your UWELL Caliburn AK2 We also recommend the UWELL Caliburn A2 , which uses the same Caliburn A2 pods in a more compact device. What's included: 1 - UWELL Caliburn AK2 device 2 - Caliburn A2 Pod (2ml, 0.9-ohm resistance) 1 - User Manual NOTE: USB Type-C Charging Cable is not included Made in China Learn more about Caliburn at the UWELL Official Website",http://getpop.co/cdn/shop/products/uwell-caliburn-ak2-classic-black-device_1024x1024.jpg?v=1662667150,http://getpop.co/cdn/shop/products/uwell-caliburn-ak2-classic-black-device_2048x2048.jpg?v=1662667150
tyson-round-2-frozen-banana-1,Tyson 2.0 Round 2,,Frozen Banana,7020117688406,$14.99,TRUE,TRUE,TRUE,TRUE,TRUE,,banana,,,,,5%,7500,16,https://getpop.co/products/tyson-round-2-frozen-banana-1,"Up to 7,500 puffs (16ml) Smart LED Display Mesh Coil Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included Flavor description coming soon! Tyson Round 2 is an enhanced version of the original Tyson 2.0 Heavy Weight. New features include a FYRE mesh coil and LCD display reporting e-liquid and battery levels. What's included: 1 Tyson 2.0 Round 2 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 16ml (7,500 puffs) Battery Capacity: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine",http://getpop.co/cdn/shop/files/tyson-round-2-frozen-banana-box_1024x1024.jpg?v=1714410207,http://getpop.co/cdn/shop/files/tyson-round-2-frozen-banana-box_2048x2048.jpg?v=1714410207
esco-bars-mesh-2500-fiji-melons-ice,Esco Bars Mesh 2500,Esco Bars Mesh 2500,Fiji Melons Ice,6696954986582,$4.99,TRUE,,TRUE,TRUE,,,honey,melon,,,,5%,2500,6,https://getpop.co/products/esco-bars-mesh-2500-fiji-melons-ice,"Up to 2,500 puffs (6ml) Mesh Coil Esco Bars Fiji Melons ice features a sweet yellow melon flavor. Rather than cantaloupe or honeydew, this is a canary melon flavor very popular in Asia, which is soft and sweet. This is a one of many new flavors in the Esco Bars Ripe Collection, a collaboration with Vape 100 by Savage. Escobars Mesh 2500 disposables feature a mesh coil, which really make the flavor pop. This is an obscure brand that offers significantly better quality flavor than most popular disposable brands. We highly recommend you give them a try. What's included: 1 Esco Bars 2500 Mesh Ripe Collection disposable device 5% salt nicotine Volume: 6ml (up to 2,500 puffs) Battery: 1,000mAh Ingredients: Vegetable Glycerin Propylene Glycol Food Flavorings Nicotine (5%) Designed by Pastel Cartel, LLC (Leander, TX) Made in China About Esco Bars Ripe Collection The Esco Bars Ripe Collection line of disposable devices is the result of a collaboration with Vape 100 by Savage. For more information about Ripe Collection and Vape 100 by Savage, tap here to check out the official Vape 100 website at http://vape100.co/ .",http://getpop.co/cdn/shop/products/esco-bars-fiji-melons-ice-device_1024x1024.jpg?v=1641684147,http://getpop.co/cdn/shop/products/esco-bars-fiji-melons-ice-device_2048x2048.jpg?v=1641684147
puff-plus-aloe-mango-berry,Puff Plus,Puff Plus,Aloe Mango Berry,6800291397718,$7.99,TRUE,,,,,,berry,mango,,,,5%,1000,5,https://getpop.co/products/puff-plus-aloe-mango-berry,"5% nicotine Up to 1,000 puffs (3.5ml) Flavor description coming soon! What's included: 1 Puff Plus disposable device 5% salt nicotine Volume: 3.5ml (1,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors About Puff Plus Puff Bar is back with the new Puff Plus! Enjoy up to 1,000 puffs from a device that delivers the perfect combination of quality and convenience in a compact device. Tap here to check out the official Puff Bar website at https://puffbar.com/ .",http://getpop.co/cdn/shop/products/puff-plus-aloe-mango-berry_2_103975c1-97ae-4966-a780-76558d250763_1024x1024.jpg?v=1661819719,http://getpop.co/cdn/shop/products/puff-plus-aloe-mango-berry_2_103975c1-97ae-4966-a780-76558d250763_2048x2048.jpg?v=1661819719
raz-tn9000-cactus-jack-1,RAZ TN9000,,Cactus Jack,6953946120278,$17.99,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5%,9000,12,https://getpop.co/products/raz-tn9000-cactus-jack-1,"Powered by Geek Vape Up to 9,000 puffs (12ml) Adjustable Airflow Mesh Coil MEGA HQ Display with Battery and E-Liquid Indicators Rechargeable via USB Type-C cable (not included) Flavor description coming soon! The RAZ TN9000 features a mega HD display screen with battery and e-liquid indicators along with cool animations when vaping and recharging. Along with adjustable airflow and mesh coil, the RAZ TN9000 is a new class of device, powered by Geek Vape. What's included: 1 RAZ TN9000 rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 12ml (up to 9,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/products/raz-tn9000-cactus-jack-box_1024x1024.jpg?v=1707662701,http://getpop.co/cdn/shop/products/raz-tn9000-cactus-jack-box_2048x2048.jpg?v=1707662701
flum-pebble-6000-cherry-berry,Flum Pebble 6000,Flum Pebble 6000,Cherry Berry,6837185577046,$17.99,,TRUE,,TRUE,TRUE,,berry,cherry,,,,5%,6000,14,https://getpop.co/products/flum-pebble-6000-cherry-berry,"Up to 6,000 puffs (14ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Flum Pebble rechargeable device. Flum Pebble 6000 Cherry Berry is a blend of sweet and lightly chilled cherry with a light berry finish. It’s most suited if you love a tart cherry ice or grenadine. Flum Pebble 6000 is the first rechargeable device by Flum. Every Flum Pebble features a mesh coil so that you can enjoy even better flavors made famous by the original Flum Float and Flum GIO. What's included: 1 Flum Pebble 6000 rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 14ml (up to 6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) Tap here to learn more about Flum at https://flumfloat.com/ .",http://getpop.co/cdn/shop/products/flum-pebble-6000-cherry-berry-device_1024x1024.jpg?v=1680212397,http://getpop.co/cdn/shop/products/flum-pebble-6000-cherry-berry-device_2048x2048.jpg?v=1680212397
packspod-5000-black-cherry-gelato,PacksPod 5000,,Black Cherry Gelato (Cherry Pop),6863699771478,$9.99,,TRUE,TRUE,,TRUE,,cherry,,,,,5%,5000,12,https://getpop.co/products/packspod-5000-black-cherry-gelato,"Up to 5,000 puffs (12ml) Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your PacksPod 5000 rechargeable device. Packspod Black Cherry Gelato (Cherry Pop) is actually a cols cherry cola flavor, and it really smacks. The cherry is dark, rich, and sweet. If you love a cold cherry cola, this is a must try! Every Packspod 5000 features up to 5000 puffs and a rechargeable battery. There's only one reason for you to try a PacksPod: the flavor. We're blown away by the variety, quality, and unique set of flavors by PacksPod, brought by the team from Packwoods! What's included: 1 PacksPod 5000 rechargeable device 5% salt nicotine Volume: 12ml (5,000 puffs) Battery Capacity: 1400mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine About PacksPod 5000 PacksPod 5000 is brought to you by the team from Packwoods. Tap here to check out the Packwoods website at https://www.packwoods.com/ .",http://getpop.co/cdn/shop/products/packspod-5000-black-cherry-gelato-device_1024x1024.jpg?v=1689709815,http://getpop.co/cdn/shop/products/packspod-5000-black-cherry-gelato-device_2048x2048.jpg?v=1689709815
eb-design-bc5000-cranberry-punch,EB Design BC5000,EB Design BC5000,Cranberry Punch / Cranberry Puncher,6858619584598,$12.99,TRUE,TRUE,TRUE,TRUE,TRUE,,cranberry,punch,,,,5%,5000,13,https://getpop.co/products/eb-design-bc5000-cranberry-punch,"NOTE: this flavor has been renamed Cranberry Puncher by the manufacturer. The product you receive may be Cranberry Punch or Cranberry Puncher . NOTE: Due to rapid changes in manufacturing, this product may branded with EB Design or EB Create. Both brands are made by the company formerly known as Elf Bar. Up to 5,000 puffs (13ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your EB Design BC5000 rechargeable device. Flavor description coming soon! EB Design BC5000 is the new version of the original Elf Bar BC5000 from the company formerly known as Elf Bar. If you're already a fan of the original Elf Bar BC5000, then this is a perfect match for you! What's included: 1 EB Design BC5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About EB Design BC5000 EB Design BC5000 is the newly branded device by the team behind the original Elf Bar BC5000. Fans love the quality of its flavors and reliability of its devices.",http://getpop.co/cdn/shop/products/eb-design-bc5000-cranberry-punch-device_1024x1024.jpg?v=1685132063,http://getpop.co/cdn/shop/products/eb-design-bc5000-cranberry-punch-device_2048x2048.jpg?v=1685132063
air-bar-ab10000-blue-razz-ice-1,Air Bar AB10000,,Blue Razz Ice,6984031010902,$15.99,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,5%,,18,https://getpop.co/products/air-bar-ab10000-blue-razz-ice-1,"Up to 10,000 puffs (18ml) Adjustable Airflow Mesh Coil Rechargeable via USB Type-C cable (not included) Flavor description coming soon! Air Bar AB10000 features a Pre-Heating Coil technology, along with e-liquid and battery indicator lights. It's another advance by Air Bar, known for their quality flavors and reliable devices What's included: 1 Air Bar AB10000 rechargeable device 5% salt nicotine Volume: 18ml (up to 10,000 puffs) Rechargeable Battery: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors",http://getpop.co/cdn/shop/files/air-bar-ab10000-blue-razz-ice-box_1024x1024.jpg?v=1711737815,http://getpop.co/cdn/shop/files/air-bar-ab10000-blue-razz-ice-box_2048x2048.jpg?v=1711737815
lost-mary-os5000-cranberry-kiwi,Lost Mary OS5000,Lost Mary OS5000,Cranberry Kiwi,6894586429526,$15.99,TRUE,TRUE,,TRUE,TRUE,,cranberry,kiwi,,,,5%,5000,13,https://getpop.co/products/lost-mary-os5000-cranberry-kiwi,"Up to 5,000 puffs (13ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Lost Mary OS5000 rechargeable device. Flavor description coming soon! Lost Mary OS5000 is the result of a collaboration with Elf Bar. For fans of the ElfBar BC5000, this is a very similar device. It's important to note that the Lost Mary OS5000 is slightly larger and the charging port is on the top of the device. What's included: 1 Lost Mary OS5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Lost Mary Tap here to check out the Lost Mary website at http://www.lost-mary.com/ .",http://getpop.co/cdn/shop/products/lost-mary-os5000-cranberry-kiwi-device_1024x1024.jpg?v=1700510054,http://getpop.co/cdn/shop/products/lost-mary-os5000-cranberry-kiwi-device_2048x2048.jpg?v=1700510054
elf-bar-bc5000-ultra-blue-cotton-candy,Elf Bar BC5000 Ultra,Elf Bar BC5000,Blue Cotton Candy,6826663051350,$12.99,TRUE,TRUE,,TRUE,TRUE,,blue raspberry,blueberry,cotton candy,,,5%,5000,13,https://getpop.co/products/elf-bar-bc5000-ultra-blue-cotton-candy,"Up to 5,000 puffs (13ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Elf Bar BC5000 Ultra rechargeable device. Elf Bar BC5000 Ultra Blue Cotton Candy is a cotton candy flavor that is sneaky good. We found no trace of “blue”, whether blueberry or blue raspberry. Instead we discovered a fully chilled cotton candy that is sweet and fluffy. Elf Bar BC5000 Ultra is an improved version of the original ElfBar BC5000 featuring a sleek metallic shell. Although the official puff count and e-liquid volume remain the same, this Ultra edition has higher quality components that offer better flavor and a longer lasting overall experience. If you haven't tried an Elf Bar, we highly recommend you give it a try. What's included: 1 Elf Bar BC5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Elf Bar BC5000 Ultra Elf Bar BC5000 Ultra offers improved quality thanks to better internal components, which results in better flavor and a longer lasting experience over the original Elf Bar BC5000. Tap here to check out the ElfBar website at https://www.elfbar.com/ .",http://getpop.co/cdn/shop/products/elf-bar-bc5000-ultra-blue-cotton-candy-device_1024x1024.jpg?v=1674512881,http://getpop.co/cdn/shop/products/elf-bar-bc5000-ultra-blue-cotton-candy-device_2048x2048.jpg?v=1674512881
air-bar-diamond-500-banana-ice,Air Bar Diamond 500,Air Bar Diamond 500,Banana Ice,6834292719702,$7.99,TRUE,,TRUE,,,,banana,,,,,5%,500,8,https://getpop.co/products/air-bar-diamond-500-banana-ice,"Up to 500 puffs (1.8ml) Flavor description coming soon! Air Bar Diamond is a legacy device, one of the original products by Air Bar that pre-dates the Air Bar Lux. Fans are devoted to the Air Bar Diamond for the quality of flavor and reliability. If you like a classic product that just works this is a terrific match for you! What's included: 1 Air Bar Diamond 5% salt nicotine Volume: 1.8ml (up to 500 puffs) Battery: 380mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors About Air Bar Diamond Air Bar Diamond is a classic disposable device that has a loyal and dedicated following because of its reliability and simplicity. This is the original device that put Air Bar on the map, so if you are looking for a simple and compact device that is reliable, we recommend you give this a try. Air Bar Box is made by Goldreams, based in China. Every Air Bar Box disposable is QR-code verifiable for authenticity. Tap here to check out the Goldreams website at https://www.airbar.com/ .",http://getpop.co/cdn/shop/products/air-bar-diamond-500-banana-ice-box_1024x1024.jpg?v=1670356494,http://getpop.co/cdn/shop/products/air-bar-diamond-500-banana-ice-box_2048x2048.jpg?v=1670356494
pod-juice-salt-berry-watermelon,Pod Juice Salt,Pod Juice Salt,Berry Watermelon (Ice),6783374458966,$12.99,TRUE,,,,,,berry,watermelon,,,,,,30,https://getpop.co/products/pod-juice-salt-berry-watermelon,"Salt Nicotine e-liquid Use with refillable pod system. Pod Juice Salt flavor description coming soon! This is a terrific option if you are already familiar with devices and you would like to switch to a more economical and eco-friendly alternative. This bottle of salt-nicotine e-liquid is from Pod Juice, the maker of Pod 2500, Pod Mesh Flo, and Pod 5500 disposable device. If you're not already familiar with Pod Juice Salt or salt-nicotine e-liquids, they are a terrific alternative to disposable devices. Simply pair a bottle of salt-nicotine e-liquid with a refillable pod system. This method also provides low-nicotine options and has a significantly lower impact on the environment. Product details: Volume: 30ml Nicotine options: 3.5% (35mg) 5.5% (55mg) About Pod Juice Salt Pod Juice Salt is the line of salt-nicotine e-liquids by Pod Juice. Based in California, Pod Juice is best known for their wide range of flavors and popular line of disposables, including Pod 2500, Pod Mesh FLO, and Pod 5500. We love Pod Juice. They are a terrific company to work with, and they stand by the quality of their product. This is a brand that you can trust and we are proud to share Pod Juice salt nicotine with you! Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-juice-salt-berry-watermelon-bottle_1024x1024.jpg?v=1659898849,http://getpop.co/cdn/shop/products/pod-juice-salt-berry-watermelon-bottle_2048x2048.jpg?v=1659898849
pop-hit-bar-4000-classic-tobacco,Pop HIT Bar 4000,Pop HIT Bar 4000,Classic Tobacco,6849470038102,$11.99,TRUE,,,TRUE,,,banana,,,,,5%,4000,12,https://getpop.co/products/pop-hit-bar-4000-classic-tobacco,"Up to 4,000 puffs (12ml) Mesh Coil Pop HIT Bar 4000 Banana Ice flavor description coming soon! What's included: 1 Pop HIT Bar 4000 with Mesh Coil disposable device 5% salt nicotine Volume: 12ml (up to 4,000 puffs) Ingredients: USP Propylene Glycol USP Vegetable Glycerin USP Salt Tobacco-Free Nicotine Natural & Artificial Flavors Designed in California, Made in China About Pop HIT Bar 4000 Pop HIT Bar 4000 Mesh is the new Pop Bar with a mesh coil for up to 4000 puffs by Pop Vapor, the team behind Pop Bar, Pop Extra, Pop Pro, and Pop Lite disposable devices. Tap or click here to check out the official Pop Vapor website at https://popvapor.com/ .",http://getpop.co/cdn/shop/products/pop-hit-bar-4000-classic-tobacco-device_1024x1024.jpg?v=1680211530,http://getpop.co/cdn/shop/products/pop-hit-bar-4000-classic-tobacco-device_2048x2048.jpg?v=1680211530
esco-bars-mesh-2500-clear,Esco Bars Mesh 2500,Esco Bars Mesh 2500,Clear,6827983568982,$12.99,TRUE,,TRUE,TRUE,,,menthol,,,,,5%,2500,6,https://getpop.co/products/esco-bars-mesh-2500-clear,"Up to 2,500 puffs (6ml) Mesh Coil Escobars Mesh 2500 Clear is ice cold and has a faint touch of menthol on top. The best way to describe it is an ice cold clear adult beverage. It’s a designer flavor for adults with a mature and highly refined sensibility. Escobars Mesh 2500 disposables feature a mesh coil, which really make the flavor pop. This is an obscure brand that offers significantly better quality flavor than most popular disposable brands. We highly recommend you give them a try. What's included: 1 Esco Bars 2500 Mesh disposable device 5% salt nicotine Volume: 6ml (up to 2,500 puffs) Battery: 1,000mAh Ingredients: Vegetable Glycerin Propylene Glycol Food Flavorings Nicotine (5%) Designed by Pastel Cartel, LLC (Leander, TX) Made in China About Esco Bars We found very little information about Pastel Cartel, the company behind Esco Bars. What we know for sure is that the quality of the flavor provided by the Esco Bars 2500 Mesh disposable device is one of the best we have tried.",http://getpop.co/cdn/shop/products/esco-bars-mesh-2500-clear-device_1024x1024.jpg?v=1682702972,http://getpop.co/cdn/shop/products/esco-bars-mesh-2500-clear-device_2048x2048.jpg?v=1682702972
pod-juice-salt-blue-razz-jam,Pod Juice Salt,Pod Juice Salt,Blue Razz Jam,6783374524502,$12.99,TRUE,,,,,,,,,,,,,30,https://getpop.co/products/pod-juice-salt-blue-razz-jam,"Salt Nicotine e-liquid Use with refillable pod system. Pod Juice Salt flavor description coming soon! This is a terrific option if you are already familiar with devices and you would like to switch to a more economical and eco-friendly alternative. This bottle of salt-nicotine e-liquid is from Pod Juice, the maker of Pod 2500, Pod Mesh Flo, and Pod 5500 disposable device. If you're not already familiar with Pod Juice Salt or salt-nicotine e-liquids, they are a terrific alternative to disposable devices. Simply pair a bottle of salt-nicotine e-liquid with a refillable pod system. This method also provides low-nicotine options and has a significantly lower impact on the environment. Product details: Volume: 30ml Nicotine options: 3.5% (35mg) 5.5% (55mg) About Pod Juice Salt Pod Juice Salt is the line of salt-nicotine e-liquids by Pod Juice. Based in California, Pod Juice is best known for their wide range of flavors and popular line of disposables, including Pod 2500, Pod Mesh FLO, and Pod 5500. We love Pod Juice. They are a terrific company to work with, and they stand by the quality of their product. This is a brand that you can trust and we are proud to share Pod Juice salt nicotine with you! Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-juice-salt-blue-razz-jam-bottle_1024x1024.jpg?v=1659898845,http://getpop.co/cdn/shop/products/pod-juice-salt-blue-razz-jam-bottle_2048x2048.jpg?v=1659898845
north-ft12000-blueberry-pomegranate,North FT12000,,Blueberry Pomegranate,7176327528534,$14.99,,TRUE,TRUE,TRUE,TRUE,TRUE,blueberry,pomegranate,,,,5%,2000,15,https://getpop.co/products/north-ft12000-blueberry-pomegranate,"Up to 12,000 puffs (15ml) Adjustable Airflow Dual Mesh Coil Smart LED Display USB Type-C Charging Cable is included Flavor description coming soon! North FT12000 features a smart LED display with e-liquid and battery indicators, dual mesh coil, and adjustable airflow. What's included: 1 North FT12000 rechargeable device USB Type-C charging cable 5% salt nicotine Volume: 15ml (up to 12,000 puffs) Rechargeable Battery: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural and Artificial Flavors",http://getpop.co/cdn/shop/files/north-ft12000-blueberry-pomegranate-device_1024x1024.jpg?v=1719362873,http://getpop.co/cdn/shop/files/north-ft12000-blueberry-pomegranate-device_2048x2048.jpg?v=1719362873
digiflavor-x-geek-bar-lush-20k-berry-bomb,DigiFlavor x Geek Bar Lush 20K,,Berry Bomb,7304553594966,$17.99,,TRUE,TRUE,TRUE,TRUE,TRUE,berry,,,,,5%,5000,18,https://getpop.co/products/digiflavor-x-geek-bar-lush-20k-berry-bomb,"Up to 25,000 puffs (18ml) Adjustable Airflow Dual Mesh Coil Smart LED Screen Rechargeable via USB Type-C cable (not included) Flavor description coming soon! DigiFlavor x Geek Bar Lush 20K What's included: 1 DigiFlavor x Geek Bar Lush 20K rechargeable device USB Type-C Cable is not included 5% salt nicotine Volume: 18ml (up to 20,000 puffs) Battery Capacity: 820mAh Dual Mesh Coil 2 power modes: Regular (20,000 puffs) Dynamic (10,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume)",http://getpop.co/cdn/shop/files/digiflavor-x-geek-bar-lush-20k-berry-bomb-device-front_1024x1024.jpg?v=1722354595,http://getpop.co/cdn/shop/files/digiflavor-x-geek-bar-lush-20k-berry-bomb-device-front_2048x2048.jpg?v=1722354595
air-bar-lux-cola-ice,Air Bar Lux,Air Bar Lux,Cola Ice,6614022291542,$4.99,TRUE,,TRUE,,,,cola,,,,,5%,1000,7,https://getpop.co/products/air-bar-lux-cola-ice,"Up to 1,000 puffs (2.7ml) Air Bar Lux Galaxy Edition Cola Ice is a unique take on ice cola. While other disposable brands cola are more intense and tangy in flavor, we find this to be mild and light in both flavor and ice. This Cola Ice flavor by Air Bar is more like a diet cola; sweet but not too sweet. The Air Bar Galaxy Edition disposable features a mouthpiece that lights up when in use. We particularly love the rubber mouthpiece, making it easy to grip. What's included: 1 Air Bar Lux disposable device 5% salt nicotine Volume: 2.7ml (up to 1,000 puffs) Battery: 500mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Air Bar Lux Galaxy Edition AirBar Lux Galaxy Edition is made by Goldreams, based in China. The Galaxy Edition features a rubber mouthpiece that lights up when in use. Tap here to check out the Goldreams website at http://www.goldreams.com.cn/ .",http://getpop.co/cdn/shop/products/air-bar-lux-cola-ice-device_1024x1024.jpg?v=1630382081,http://getpop.co/cdn/shop/products/air-bar-lux-cola-ice-device_2048x2048.jpg?v=1630382081
orgnx-disposable-cold-brew-coffee,ORGNX 4000,ORGNX 4000,Cold Brew Coffee,6789804785750,$7.99,TRUE,TRUE,,TRUE,TRUE,TRUE,coffee,hazelnut,,,,,6000,13,https://getpop.co/products/orgnx-disposable-cold-brew-coffee,"ORGNX 4000 Cold Brew Coffee will not be restocked. Looking for an alternative? GetPop recommends: Air Bar Atron 5000 Coffee Flum GIO 3000 Coffee Pump Lost Vape Orion Bar 7500 Cafe Mocha Up to 4,000 puffs (9ml) Adjustable Airflow (via dial) Mesh Coil Rechargeable via USB Type-C cable Click or tap here for USB Type-C cable to recharge your ORGNX rechargeable device. ORGNX Cold Brew Coffee is one of the best coffee flavor disposables we've tried. There is a mild hazelnut flavor that's sweet and creamy. Like a cold brew coffee, this flavor is chilled with a cool layer of ice. What's included: 1 ORGNX rechargeable device USB Type-C charging cable is not included 5% synthetic nicotine Volume: 13ml (6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol US Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About ORGNX This is the first ORGNX disposable device from the team at ORGNX e-liquids, based in Los Angeles. Known for their quality flavors, we're excited to feature ORGNX disposables. Tap here to check out the official ORGNX website at https://orgnxeliquids.com/ .",http://getpop.co/cdn/shop/products/orgnx-cold-brew-coffee_2_1024x1024.jpg?v=1660249915,http://getpop.co/cdn/shop/products/orgnx-cold-brew-coffee_2_2048x2048.jpg?v=1660249915
