,Unnamed: 0,title,link,all_text,CBD,TFN,Extract text
112,112,grape-minty-os-mintopia-6000-disposable-vape,MINTOPIA-GM,"Grape Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
113,113,peppermint-minty-os-mintopia-6000-disposable-vape,MINTOPIA-PM,"Peppermint Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
114,114,original-minty-os-mintopia-6000-disposable-vape,MINTOPIA-OM,"Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
266,266,pod-juice-blue-raspberry,MASTER-PJS-BR55,"Pod Juice Salt Blue Raspberry
[]
Pod Juice Salt Blue Raspberry

The Blue Raspberry Salt E-Liquid is here!
The tangy sweetness of Salt Blue Raspberry makes for a bold and flavorful vape, featuring tart blue raspberries, balanced by a lingering hint of sweetness. It's like enjoying a handful of fresh-picked berries, with a twist of puff magic.
Key Product Features of Salt Blue Raspberry

Available in a 35mg & 55mg Strengths
*This product contains tobacco-free nicotine*",0,1, tobacco-free nicotine
290,290,pod-juice-salt-jewel-mint-diamond-1,MASTER-JMD-15PJ35,"Pod Juice Salt: Jewel Mint Diamond
[]
About Jewel Mint Diamond by Pod Juice

Discover the refreshing and real flavor of Pod Juice Jewel Mint Diamond. Taking notes of cool mint without the sweetness, this menthol vape juice delivers a blast of refreshing menthol and mint that will have your taste buds wanting more.
Jewel Mint Diamond Key Product Information

Available only in 30ml bottles
Strength available:
20mg (2.0%), 35mg (3.5%), 55mg (5.5%)
** Please note that this product is derived from synthetic tobacco-free nicotine**",0,1,synthetic tobacco-free nicotine
327,327,esco-bars-tropical-fruit,MASTER-TP-EB3,"Esco Bars Tropical Fruit
[]
About Esco Bars Tropical Fruit

Esco Bars is now offering premium sub-ohm eliquid! A truly great mix of different tropical fruits including grapefruit, mango and pineapple. This flavor combo is one of the best available anywhere today! Take the plunge and get some now!
Strengths available: 0mg (0%), 3mg (0.3%), 6mg (0.6%), 12mg (1.2%)
60ml bottles
70/30 PG/VG
*This product contains tobacco-free synthetic nicotine*",0,1,tobacco-free synthetic nicotine
38,38,"MY SHISHA 3MG FREEBASE 10,000 PUFFS DISPOSABLE VAPE",https://csvape.com/products/my-shisha-10000-puffs-disposable-vape-freebase,"MY SHISHA 3MG FREEBASE 10,000 PUFFS DISPOSABLE VAPE
['Black Ice', 'Blueberry Mist', 'Berry Bomb', 'Bubblegum', 'Blueberry Kiwi', 'Cherry Blueberry', 'Cherry Cola', 'Double Apple', 'Cherry Candy', 'Grape Aloe', 'Lemon Mint', 'Strawberry Smooth', 'Ice Tea Peach', 'Watermelon Ice', 'Cuba Cream']
Experience the ultimate convenience with My Shisha – the perfect solution for those pressed for time or seeking a refreshing alternative to traditional shisha. Say goodbye to the hassle of charging and the monotony of your regular vape – My Shisha offers a hassle-free experience that saves you time and effort, all while delivering your favorite flavors in perfect balance.
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Vegetable Glycerin, Propylene Glycol, Freebase Nicotine, Natural & Artificial Flavors
Provides up to 10,000 Puffs
Available in 3mg freebase nicotine strength
Ergonomic and premium build for comfortable vaping
Includes a mouthpiece silicone cover for dust protection
Offers a selection of 13 delicious flavors to suit every palate",0,0,freebase
285,285,Cloud Nurdz Kiwi Melon,https://csvape.com/products/cloud-nurdz-kiwi-melon,"Cloud Nurdz Kiwi Melon
['0mg', '3mg', '6mg', '100ml']
Cloud Nurdz presents you their Kiwi Melon. This is one of those flavors that is quite unique, along with showing the skill of mixology. Kiwi is a difficult flavor to master, however, Cloud Nurdz makes that possible! Along with the mixture of juicy cantaloupes, this is a great first choice for your new vape setup! Don't miss out! This Ejuice is packaged in a 100ml chubby gorilla bottle, available in 0mg, 3mg, 6mg, and has a VG/PG ratio of 70/30. This will give a consistent performance level of both vapor production and flavor amplification.",0,0,
418,418,"Bad Drip, Don't Care Bear",https://csvape.com/products/bad-drip-dont-care-bear,"Bad Drip, Don't Care Bear
['0mg', '3mg', '6mg', '60ml']
Bad Drip, Cereal Trip is a phenomenal fruity cereal flavor with a special twist to it, with the addition of frosted donut flavor for a special hybrid treat dipped in a glass of ice cold milk.",0,0,
586,586,Yogi Peanut Butter Banana Granola Bar,https://csvape.com/products/yogi-peanut-butter-banana-granola-bar,"Yogi Peanut Butter Banana Granola Bar
['3mg', '6mg', '60ml']
Like the taste of granola bar? Now get it in an e-juice! The Yogi Peanut Butter Banana Granola Bar brings you the goodness of toasted oats, fresh sliced banana, rich honey combined with creamy peanut butter that's hard to resist. This perfect combination would give you the feeling of enjoying a bite of the granola bar every time you vape. Get a bottle and indulge in superb vaping.",0,0,
283,283,Cloud Nurdz Watermelon Apple,https://csvape.com/products/cloud-nurdz-watermelon-apple,"Cloud Nurdz Watermelon Apple
['0mg', '3mg', '6mg', '100ml']
Cloud Nurdz brings you their
explosion of juicy watermelon flavor blended with crisp apples and sweet candy. Watermelon is always a delicious flavor, but with the added mix of apple and candy it changes the game and will have you craving more! Pick up a bottle for your new vape device before it runs out! This Ejuice is packaged in a 100ml chubby gorilla bottle, available in 0mg, 3mg, 6mg, and has a VG/PG ratio of 70/30. This will give a consistent performance level of both vapor production and flavor amplification.",0,0,
555,555,Glas Basix Butterscotch Reserve,https://csvape.com/products/glas-e-liquid-butterscotch-reserve,"Glas Basix Butterscotch Reserve
['0mg', '3mg', '6mg', '60ml']
Butterscotch Reserve by Glas E-Liquid is the ultimate combination for a tobacco fanatic with a sweet tooth! Flavors of fresh cut tobacco on the inhale and sweet butterscotch and caramel on the exhale makes Butterscotch Reserve a must have on your Juice shelf! Pick up a bottle today!",0,0,
75,75,AL FAKHER CROWN BAR 8000 PUFFS DISPOSABLE VAPE,https://csvape.com/products/al-fakher-crown-bar-8000-puffs-disposable-vape,"AL FAKHER CROWN BAR 8000 PUFFS DISPOSABLE VAPE
['Grape Mint', 'Gum Mint', 'Lemon Mint', 'Strawberry Punch']
Introducing the Al Fakher Crown Bar Rechargeable Disposable Device, designed for lasting satisfaction with its impressive 8000 puff capacity. This sleek device features a powerful 600mAh USB-C rechargeable battery and ample 18mL e-liquid capacity for extended vaping enjoyment.
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Capacity: 18ml
Nicotine Strength: 5% (50mg)
Battery: USB-C Rechargeable 600mAh (cable not included)
Puff Count: Approximately 8000 Puffs
Direct to Lung (DTL)
Mesh Coil
Experience flavorful draws and reliable performance with the Al Fakher Crown Bar. Compact, convenient, and perfect for on-the-go vaping.",0,0,
47,46,Cloud Nurdz 3500 Puff Disposable Device,https://csvape.com/products/cloud-nurdz-3500-5-disposable-device,"Cloud Nurdz 3500 Puff Disposable Device
['Apple Grape', 'Apple Watermelon', 'Blue Raspberry Peach', 'Melon Kiwi', 'Sour Watermelon Strawberry', 'Sour Watermelon Strawberry Iced', 'Strawberry Grape', 'Watermelon Berry']
The Cloud Nurdz disposable vape device features draw-activated firing, that delivers 5% nicotine strength in a variety of fruity flavors manufactured in the USA. The Cloud Nurdz disposable is rechargeable via USB-C charging cable (sold separately) to provide up to 3500 puffs.",0,0,
606,606,"The Mamasan, The Graham Strawberry",https://csvape.com/products/the-mamasan-the-graham-strawberry,"The Mamasan, The Graham Strawberry
['30mg (3.0%)', '50mg', '30ml']
Beard Vape Co. presents to you their No. 05. This brings the best of both worlds together with a freshly baked cheesecake, along with a nice spread of strawberry bits. If it's been difficult to find a great fruit dessert flavor, No. 05 is the one for you! The masterminds at Beard Vape Co. don't miss a beat when it comes to the creation of an excellent flavor! This ejuice is packed in a 30ml chubby gorilla bottle and is available in 30mg (3%) and 50mg (5%).
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,
492,492,Cloud Nurdz Salts Watermelon Apple ICED,https://csvape.com/products/cloud-nurdz-salts-watermelon-apple-iced,"Cloud Nurdz Salts Watermelon Apple ICED
['30ml', '25mg (2.5%)', '50mg (5.0%)']
Satisfy your cravings with Cloud Nurdz Salts Watermelon Apple Iced. This premium salt nic features the perfect blend of ripe watermelons and crisp red apples, to which a touch of icy menthol has been added for an invigorating finish. Its refreshing and delightful taste will give you the perfect chill to satisfy your vape needs.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,
315,315,Cloud Nurdz Salts Kiwi Melon ICED,https://csvape.com/products/cloud-nurdz-salts-kiwi-melon-iced,"Cloud Nurdz Salts Kiwi Melon ICED
['25mg (2.5%)', '50mg (5%)', '30ml']
Cloud Nurdz Salts Kiwi Melon Iced offers a tropical and icy flavor experience. Enjoy the combination of freshly-picked kiwi and ripe melon, with a blast of menthol delivering a cool finish. A perfect e-juice for a refreshing taste that stands out.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,
534,534,Coastal Clouds Salts Mango,https://csvape.com/products/coastal-clouds-salts-mango,"Coastal Clouds Salts Mango
['35mg (3.5%)', '50mg (5%)', '30ml']
Coastal Clouds brings you the simple pleasures of single fruit flavor. With such a simple flavor as mango experience the explosiveness of juicy fresh picked mangos. Mouthwatering down to the last drop, your taste buds will be invigorated. Packaged in 30ml chubby gorilla bottles, this flavor is available in 3.5% (35mg), and a stronger option 5% (50mg) to fit your needs and deliver the kick you're looking for!
This ejuice is designed for POD SYSTEMS ONLY, it is not to be used in sub-ohm tanks.",0,0,
581,581,"Four Seasons Salts, RY4 Tobacco",https://csvape.com/products/four-seasons-salts-ry4-tobacco,"Four Seasons Salts, RY4 Tobacco
['30mg (3.0%)', '50mg (5%)', '30ml']
Four Seasons brings you a flavor that will remind those who are fans of RY4 tobacco flavors! Their RY4 Tobacco is a delicious caramelized tobacco blend with a small hint of nutty undertones. Along with this combination, a taste of smoky caramel brings out the remainder of the flavor profile nicely! This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels of 30mg (3%) and 50mg (5%). Grab one for your new vape today!
NOT FOR SUB-OHM USE",0,0,
554,554,"The Finest E-Liquid Salt Nic Edition, Tiramisu Custard",https://csvape.com/products/the-finest-e-liquid-salt-nic-edition-tiramisu-custard,"The Finest E-Liquid Salt Nic Edition, Tiramisu Custard
['30mg (3.0%)', '50mg (5%)', '30ml']
The Finest Salts brings you one of their newest coffee flavor to their collection. Tiramisu Custard combined the two elements we all love together, coffee cake and custard! With just the right amount of cream on the undertone. If youâ€™re in search of a great flavor to have in the morning before starting your day, this flavor will help you start it off right! This flavor is bottled in a 30ml chubby gorilla bottle, and is available in nicotine levels of 30mg, and 50mg.
**Not for sub-ohm use**",0,0,
124,124,7 Daze Salt Apple Grape Iced,https://csvape.com/products/reds-grape-iced-salt-e-liquid,"7 Daze Salt Apple Grape Iced
['30mg (3.0%)', '50mg', '30ml']
Reds Salt brings along the ICED version of Grape Apple. For the vapers who enjoy fruit flavors with just a tad bit of ice to finish the inhale experience! Crafted with the most well thought recipes to bring crisp quality and flavor. Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg), or 5% (50mg). Grab a bottle for your new setup and enjoy one of the best red apple with grape flavors on the market to date! Salt Nicotine ejuices are to be used in pod systems only!",0,0,
509,509,Coastal Clouds Maple Butter,https://csvape.com/products/coastal-clouds-maple-butter,"Coastal Clouds Maple Butter
['0mg', '3mg', '6mg', '60ml']
Coastal Clouds Maple Butter is a stack of hearty and warm buttermilk pancakes topped off with rich sweet maple syrup.",0,0,
320,320,Pod Juice Salts Pink Burst,https://csvape.com/products/pod-juice-pink-burst,"Pod Juice Salts Pink Burst
['30ml', '35mg (3.5%)', '55mg (5.5%)']
Pod Juice, Pink Burst is a classic strawberry soft candy chew.",0,0,
234,234,"Jam Monster, The Milk Salts Fruity",https://csvape.com/products/jam-monster-the-milk-salts-fruity,"Jam Monster, The Milk Salts Fruity
['30ml', '24mg (2.4%)', '48mg (4.8%)']
Jam Monster, The Milk Salts Fruity a flavor that will take you back to the good old days. We give you a handful of fruity cereal bathed in milky deliciousness!",0,0,
231,231,Jam Monster Salts PB & Jam Grape,https://csvape.com/products/jam-monster-salts-pb-jam-grape,"Jam Monster Salts PB & Jam Grape
['24mg (2.4%)', '48mg', '30ml']
Jam Monster introduces their new PB & Jam Grape to the market for those in search of breakfast flavors! Mixing in the right amount of purple grape, nice creamy peanut butter, along with a nice dash of butter toast makes this a sure first pick for a great all-day vape. Not too fruity, not too creamy, PB & Jam Grape takes the crown for a great mixture of both worlds! This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels 24mg (2.4%) and 48mg (4.8%). With a VG/PG ratio of 50/50, you will receive a great balance between flavor and vapor production.
Salt nicotine ejuice is for pod systems ONLY. Not for use in sub-ohm tanks.",0,0,
457,457,Cloud Nurdz Strawberry Lemon,https://csvape.com/products/cloud-nurdz-strawberry-lemon,"Cloud Nurdz Strawberry Lemon
['0mg', '3mg', '6mg', '100ml']
Cloud Nurdz makes a flavor called Strawberry Lemon which in
all occasions calls for something sweet yet refreshing! Experience a nice blend of flavors in this awesome candy mix with mouth watering strawberries clashing with freshly picked lemon. Grab a bottle for your new vape setup today and dazzle our taste buds on something wonderful!
This Ejuice is packaged in a 100ml chubby gorilla bottle, available in 0mg, 3mg, 6mg, and has a VG/PG ratio of 70/30. This will give a consistent performance level of both vapor production and flavor amplification.",0,0,
87,87,7 Daze Fusion Series Grape Apple Aloe ICED,https://csvape.com/products/daze-fusion-series-grape-apple-aloe-iced,"7 Daze Fusion Series Grape Apple Aloe ICED
['0mg', '3mg', '6mg', '100ml']
Daze Fusion Series Grape Apple Aloe Iced is crisp apples, juicy grapes, and refreshing aloe vera with a touch of ice.",0,0,
