title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
[5-PACK] LUFFBAR BORING TIGER 25000 DISPOSABLE,LUFFBAR,[5-PACK] LUFFBAR BORING TIGER 25000 DISPOSABLE,,$74.99,"Fall in love with the savings of the 5-Pack Luffbar Boring Tiger 25000 Disposable, offering three firing modes, MTL-style output, and can be adjusted between 20-30W for tailored vapor production. With three firing modes and MTL vapor output, it offers versatility for different preferences. Adjust the power between 20-30W for precise vapor production control. With its substantial prefilled 26mL capacity, this device ensures extended usage, delivering 25000 puffs in soft mode, 15000 puffs in normal mode, and 10000 puffs in Boost mode. Powered by a 1000mAh battery, the Luffbar Boring Tiger Disposable provides ample vapor through draw-activated firing, closely resembling traditional analog vapes with its restricted MTL vaping sensation.
LUFFBAR BORING TIGER 25000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 26mL
• BATTERY CAPACITY: 1000mAh
• MAX PUFFS: 10000-25000 Puffs
• Soft Mode: 25000 Puffs
• Normal Mode: 15000 Puffs
• Boost Mode: 10000 Puffs
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Adjustable Power: 20W-30W
INCLUDES:
• 5 LUFFBAR Boring Tiger 25000 Disposable
AVAILABLE OPTIONS:
• Alaska Ice
• Blue Razz Ice
• Blueberry Cotton Candy
• Cool Mint
• Grape Slushy
• Green Apple Watermelon
• Gummy Bear
• Mango Slushy
• Menthol Mint Ice
• Miami Mint
• Peach Berries
• Raspberry Pomegranate
• Strawberry Cheesecake
• Strawberry Ice
• Strawberry Mango
• Strawberry Raspberry
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",26mL,5% (50mg),10000-25000 Puffs,10000-25000 Puffs,1000mAh,"Alaska Ice, Blue Razz Ice, Blueberry Cotton Candy, Cool Mint, Grape Slushy, Green Apple Watermelon, Gummy Bear, Mango Slushy, Menthol Mint Ice, Miami Mint, Peach Berries, Raspberry Pomegranate, Strawberry Cheesecake, Strawberry Ice, Strawberry Mango, Strawberry Raspberry, Watermelon Ice",Mesh Coil,yes,,no,,1000mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/luffbar-boring-tiger-bundle-pack
[5-PACK] KANGVAPE ONEE STICK SMART TC25K DISPOSABLE,KANGVAPE,[5-PACK] KANGVAPE ONEE STICK SMART TC25K DISPOSABLE,,$59.99,"Enjoy savings with the 5-Pack Kangvape Onee Stick Smart TC25K Disposable, featuring quad mesh coils, a strong and normal firing mode, and smart LED screen with active e-liquid and battery life monitoring. Available as a pack of five, the Kangvape Onee Stick Smart Disposable is powered by four quad mesh coils, outputting delicious flavor and vapor at near-instantaneous speeds, thanks to the rapid heating nature of meshed coils. Equipped with two firing modes, strong or normal, allows vapers to increase the intensity of the output flavor, at the cost of e-liquid and battery life. Conversely, vapers can conserve their eJuice and battery life by switching to normal mode, extending the lifespan of the Onee Stick Smart Disposable. Outfitted with a smart LED color screen, the Kangvape Onee Stick Disposable can relay the current battery life and remaining eJuice to the user and allow them to know when a recharge or replacement is needed.
KANGVAPE ONEE STICK SMART TC25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: TBD
• BATTERY CAPACITY: 850mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5%
• OPERATION: Draw-Activated
• HEATING ELEMENT: Quad Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: Color Changing Smart Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Kangvape Onee Stick Smart TC25K Disposable
AVAILABLE OPTIONS:
• Blue Razz Mint
• Cool Mint
• Pineapple Coconut Ice
• Pink Lemon Ice
• Strawberry Kiwi
• Vintage
• Watermelon Ice
• Wild Berry
• Yellow Storm
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",TBD,5%,25000,25000,850mAh,"Blue Razz Mint, Cool Mint, Pineapple Coconut Ice, Pink Lemon Ice, Strawberry Kiwi, Vintage, Watermelon Ice, Wild Berry, Yellow Storm",Quad Mesh Coil,yes,,no,,850mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/kangvape-onee-stick-smart-tc25k-bundle-pack
[5-PACK] TRON BAR 12K DISPOSABLE,FIND BRAND,[5-PACK] TRON BAR 12K DISPOSABLE,,$54.99,"Shop and save with the 5-Pack Tron Bar 12K Disposable, featuring a 1.1ohm mesh coil, 550mAh battery, and delivers 12000 puffs from an 18mL prefilled capacity. Equipped with a powerful 550mAh battery and an integrated 1.10hm mesh coil, the Tron Bar ensures optimal performance with every puff. Its intelligent LED display keeps you informed, while the generous 18mL prefilled capacity promises lasting satisfaction. Experience unparalleled longevity with up to 12000 puffs when using the Tron Bar Disposable, elevating your vaping experience to unparalleled heights.
TRON BAR 12K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 550mAh
• MAX PUFFS: 12000 (12K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 1.1ohm Mesh Coil
• DISPLAY SCREEN: Smart LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 TRON BAR 12K Disposables
AVAILABLE OPTIONS:
• Alien Bubblegum
• Astro Melonberry Ice
• Blueberry Nova Ice
• Comet Clear
• Cosmic Cherry Lime
• Galaxy Grape Ice
• Kinetic Kiwi Berry
• Nebula Dew
• Neon Mint Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",18mL,5% (50mg),12000 (12K),12000 (12K),550mAh,"Alien Bubblegum, Astro Melonberry Ice, Blueberry Nova Ice, Comet Clear, Cosmic Cherry Lime, Galaxy Grape Ice, Kinetic Kiwi Berry, Nebula Dew, Neon Mint Ice",1.1ohm Mesh Coil,yes,,no,,550mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/tron-bar-12k-bundle-pack
[10-PACK] UNO MAS X 10K DISPOSABLE,UNO MAS,[10-PACK] UNO MAS X 10K DISPOSABLE,,$109.99,"Save more with the 10-Pack UNO MAS X 10K Disposable, featuring advanced mesh coil technology, backlit LED screen, and active battery and eliquid indicators to prevent dry hits. Containing 22mL of pre-filled eLiquid, the UNO MAS X has the capacity to provide up to 10000 flavorful puffs. Equipped with advanced mesh coils, this disposable vape ensures prolonged usage with its substantial capacity. Rechargeable through a Type-C Port, the UNO MAS X features a 650mAh battery, delivering a satisfying experience until the indicator lights signal the necessity for a replacement due to low battery or e-liquid levels.
UNO MAS X 10K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 22mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 10000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 UNO MAS X 10000 Disposable
AVAILABLE OPTIONS:
• Apple Peach Strawberry
• Blueberry Cheesecake
• Blue Razz Breeze
• Breakfast Cereal
• Cherrylicious
• Cool Mint
• Grapeberry Bubblegum
• Pineapple Hard Candy
• Rainbow
• Strawberry Daiquiri
• Strawberry Kiwi Pomegranate
• Strawberry Pina Colada
• Strawberry Yogurt
• Tangy Twist
• Watermelon Berry
• Watermelon Bubblegum
• Watermelon Candy
• Watermelon Spearmint
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",22mL,5% (50mg),10000,10000,650mAh,"Apple Peach Strawberry, Blueberry Cheesecake, Blue Razz Breeze, Breakfast Cereal, Cherrylicious, Cool Mint, Grapeberry Bubblegum, Pineapple Hard Candy, Rainbow, Strawberry Daiquiri, Strawberry Kiwi Pomegranate, Strawberry Pina Colada, Strawberry Yogurt, Tangy Twist, Watermelon Berry, Watermelon Bubblegum, Watermelon Candy, Watermelon Spearmint",Mesh Coil,yes,,no,,650mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/uno-mas-x-bundle-pack
[5-PACK] TYSON 2.0 IRON MIKE 15000 DISPOSABLE,TYSON 2.0,[5-PACK] TYSON 2.0 IRON MIKE 15000 DISPOSABLE,,$54.99,"Shop and save with the 5-Pack Tyson Iron Mike Disposable, featuring a digital LED display with e-liquid and battery life management, FYRE Mesh Coil Technology, and adjustable airflow.
TYSON 2.0 IRON MIKE 15000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 14mL
• BATTERY CAPACITY: 600mAh
• MAX PUFFS: 15000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: FYRE Mesh Coil
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Tyson 2.0 Iron Mike 15000 Disposable
AVAILABLE OPTIONS:
• Apple Mango Pear
• Apple Melon Berry
• Apple Peach
• Apple Punch
• Blueberry Lychee
• Blue Razz
• Cherry Berry
• Clear
• Crangrape
• Cool Mint
• Fuji Apple
• Frozen Banana
• Frozen Grape
• Grape Razz
• Lemonberry
• Lush Lime
• Melon Berry
• Melon Head
• Mint Berry
• Minty Melon
• Peach Mango
• Peach Punch
• Peach Raspberry
• Peach Watermelon
• Pineapple Mango
• Pineapple Watermelon
• Raspberry Watermleon
• White Gummy Bear
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",14mL,5% (50mg),15000,15000,600mAh,"Apple Mango Pear, Apple Melon Berry, Apple Peach, Apple Punch, Blueberry Lychee, Blue Razz, Cherry Berry, Clear, Crangrape, Cool Mint, Fuji Apple, Frozen Banana, Frozen Grape, Grape Razz, Lemonberry, Lush Lime, Melon Berry, Melon Head, Mint Berry, Minty Melon, Peach Mango, Peach Punch, Peach Raspberry, Peach Watermelon, Pineapple Mango, Pineapple Watermelon, Raspberry Watermleon, White Gummy Bear",FYRE Mesh Coil,yes,,no,,600mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/tyson-iron-mike-disposable-bundle-pack
[10-PACK] NORTH FT12000 DISPOSABLE,FIND BRAND,[10-PACK] NORTH FT12000 DISPOSABLE,,$114.99,"Shop and save with the 10-Pack North FT12000 Disposable, featuring 3 power modes, dual mesh coils, and an adjustable crown airflow dial to control incoming airflow. Prefilled with 15mL of nicotine salts, the FT1200 provides 5% nicotine-strength eJuice at the slightest inhale. Outputting up to 12000 puffs, the North FT12000 Disposable can utilize a pair of dual plaid mesh coils to extract the various layers of complex eJuice to tantalize the tongue. A 650mAh battery within keeps the North Disposable ready at a moment's notice, while a Type-C port facilitates recharges to keep you vaping, reducing downtime. Furthermore, the FT12000 vape can access a discrete, full flavor, and auto boost modes that allow the user to find the best vaping profile that matches their habits.
NORTH FT12000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 15mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 12000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Plaid Mesh Coils
• AIRFLOW: Crown Airflow Adjustment Dial
• DISPLAY SCREEN: Immersive Screen
• CHARGING: USB Type-C
• 3 Power Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 10 North FT12000 Disposable
AVAILABLE OPTIONS:
• Apple Gummies
• Bahama Bliss
• Blue Crystal
• Blue Razz
• Blue Slurpie
• Cactus Jack
• Cherry Lemon
• Cool Mint
• Frozen Raspberry
• Green Explosion
• Kiwi Dragon Fruit
• Lemon Cola
• Raspberry Watermelon
• Strawberry Banana
• Strawberry Vanilla Wafer
• Strawberry Watermelon
• Strawberry Watermelon Kiwi
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",15mL,5% (50mg),12000,12000,650mAh,"Apple Gummies, Bahama Bliss, Blue Crystal, Blue Razz, Blue Slurpie, Cactus Jack, Cherry Lemon, Cool Mint, Frozen Raspberry, Green Explosion, Kiwi Dragon Fruit, Lemon Cola, Raspberry Watermelon, Strawberry Banana, Strawberry Vanilla Wafer, Strawberry Watermelon, Strawberry Watermelon Kiwi",Dual Plaid Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Crown Airflow Adjustment Dial,Draw-Activated,https://www.elementvape.com/north-ft12000-disposable-bundle-pack
[5-PACK] MODUS X KADOBAR KB10000 DISPOSABLE,MODUS,[5-PACK] MODUS X KADOBAR KB10000 DISPOSABLE,,$57.99,"Save more with the 5-Pack Modus x KadoBar KB10000 Disposable, a collaboration with Modus to create a simple yet elegant disposable vape powered by delicious flavors. As Modus' first foray into the nicotine side of vaping, the KadoBar KB10000 does not have intricate and sometimes confusing features like two firing settings, airflow adjustment, or an extra tank. Instead, Modus and KadoBar  have worked together to create delicious flavors that will tantalize the taste buds. The fixed airflow delivers the optimal rate of airflow to allow the intricate complex layers of the eJuice to captivate the taste buds, truly allowing the flavors to shine. Outputting 10000 puffs from 18mL of prefilled eJuice, the Modus x KadoBar is the perfect companion, serving you faithfully through whatever and wherever life takes you.
MODUS X KADOBAR KB10000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 10000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• CHARGING: USB Type-C
• Made in Collaboration with Modus
INCLUDES:
• 5 KB10000 Disposables
AVAILABLE OPTIONS:
• Blue Gummy Sharks
• Blue Slushie
• Bomb Pop
• Cannoli
• Cherry Cola
• Chilled Aloe Mango
• Chilled Honeydew Melon
• Chilled Kiwi Berry
• Chilled White Gummy
• Cool Mint
• Energy Drink
• Green Apple Jolly
• Hawaiian POG
• Peach Aloe
• Pineapple Coconut Ice
• Sakura Grape
• Sour Belts
• Strawberry Apple Peach
• Strawberry Colada
• Watermelon Bubble Gum
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",18mL,5% (50mg),10000,10000,650mAh,"Blue Gummy Sharks, Blue Slushie, Bomb Pop, Cannoli, Cherry Cola, Chilled Aloe Mango, Chilled Honeydew Melon, Chilled Kiwi Berry, Chilled White Gummy, Cool Mint, Energy Drink, Green Apple Jolly, Hawaiian POG, Peach Aloe, Pineapple Coconut Ice, Sakura Grape, Sour Belts, Strawberry Apple Peach, Strawberry Colada, Watermelon Bubble Gum",Mesh Coil,no,,no,,650mAh,USB Type-C,no,,Fixed,Draw-Activated,https://www.elementvape.com/modus-kadobar-kb10000-disposable-bundle-pack
[10-PACK] ECHO 8000 DISPOSABLE,ECHO,[10-PACK] ECHO 8000 DISPOSABLE,,$99.99,"Save more with the 10-Pack ECHO 8000 Disposable, featuring 10 magnificent flavors from a smart disposable vape that features a mesh coil to deliver outstanding flavor and vapor.
ECHO 8000 DISPOSABLE FEATURES:
• CAPACITY: 19mL
• BATTERY CAPACITY: Integrated Battery
• MAX PUFFS: 8000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 10 ECHO 8000 Disposables
AVAILABLE OPTIONS:
• Berry Baja Blast
• Dragon Berry Sour
• Electric Blue Razz
• Honeycrisp Grape Ice
• Mango Tango Nectarine
• Melon Berry Freeze
• Mystery Gummy
• Pina Colada Punch
• Pink Cotton Clouds
• Sweet Mint
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,5% (50mg),8000,8000,Integrated Battery,"Berry Baja Blast, Dragon Berry Sour, Electric Blue Razz, Honeycrisp Grape Ice, Mango Tango Nectarine, Melon Berry Freeze, Mystery Gummy, Pina Colada Punch, Pink Cotton Clouds, Sweet Mint",Mesh Coil,yes,,no,,Integrated Battery,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/echo-8000-disposable-bundle-pack
[10-PACK] UPENDS MIRROR PRO 12000 DISPOSABLE,UPENDS,[10-PACK] UPENDS MIRROR PRO 12000 DISPOSABLE,,$109.99,"Relish the savings with 10-Pack UPENDS Mirror Pro 12000 Disposable, featuring a smart display, dual mesh coils, and adjustable airflow rates to create a delicious disposable vaping system. Constructed in a portable manner, the UPENDS Mirror Pro Disposable offers a 20mL capacity, making it a great travel disposable, eliminating the need for any refills. Outfitted with a 650mAh battery, the Mirror Pro Disposable offers Type-C charging, keeping the battery ready for anything life throws at it. Delivering a whopping 12000 puffs, the Mirror Pro Vape can easily last through the day, producing exquisitely flavored vapor. Powering dual mesh coils, the flavor and cloud output rivals some pod systems and relays information via a smart display screen with eliquid and battery life monitoring, allowing you to stay ahead of the curve.
UPENDS MIRROR PRO 12000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 12000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 10 UPENDS Mirror Pro Disposables
AVAILABLE OPTIONS:
• Black Ice
• Blue Kiwi Lemon
• Blue Razz Ice
• California Cherry
• Double Apple
• Fresh Mint
• Latina Mango
• Lush Ice
• Peach Mango Watermelon
• Sakura Grape
• Strawberry Banana
• Strawberry Kiwi
• Summer Peach Ice
• Watermelon Lemonade
• Yummy Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",20mL,5% (50mg),12000,12000,650mAh,"Black Ice, Blue Kiwi Lemon, Blue Razz Ice, California Cherry, Double Apple, Fresh Mint, Latina Mango, Lush Ice, Peach Mango Watermelon, Sakura Grape, Strawberry Banana, Strawberry Kiwi, Summer Peach Ice, Watermelon Lemonade, Yummy Gummy",Dual-Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/upends-mirror-pro-bundle-deal
[10-PACK] PRIMA UL9000 DISPOSABLE,PRIMA,[10-PACK] PRIMA UL9000 DISPOSABLE,,$139.99,"Enjoy the savings with 10-Pack Prima UL9000 Disposable, featuring an integrated mesh coil, HD display screen with eJuice and battery monitoring, and prefilled with 18mL of eJuice.
PRIMA UL9000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 550mAh
• MAX PUFFS: 9000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 Prima UL9000 Disposable
AVAILABLE OPTIONS:
• Blue Razz Ice
• Kiwi Dragon Berry
• Lemon Lime
• Mango Peach Watermelon
• Miami Mint
• Pineapple Coconut Ice
• Rainbow Snow Cone
• Strawberry Cherry
• Strawberry Raspberry Cotton Candy
• Watermelon Lime
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",18mL,5% (50mg),9000,9000,550mAh,"Blue Razz Ice, Kiwi Dragon Berry, Lemon Lime, Mango Peach Watermelon, Miami Mint, Pineapple Coconut Ice, Rainbow Snow Cone, Strawberry Cherry, Strawberry Raspberry Cotton Candy, Watermelon Lime",Mesh Coil,yes,,no,,550mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/prima-ul9000-disposable-bundle-pack
[5-PACK] VIHO TURBO 10000 DISPOSABLE,VIHO,[5-PACK] VIHO TURBO 10000 DISPOSABLE,,$64.99,"Shop the VIHO Turbo 10000 Disposable, featuring the dual boost Nexcore Mesh Coil, eliquid and battery life indicator lights, and comes in a myriad of delicious flavors. Constructed with quality in mind, the VIHO Turbo is incredibly straightforward. Eliminating the need to change coils, pods, or any auxiliary equipment, the VIHO Turbo Disposable offers a large capacious 18mL prefill. Equipped with two indicator lights to manage eliquid and battery life, the Turbo 10000 Vape does not feature any screens to conserve the 850mAh rechargeable battery, saving it for vaping satisfaction. Outfitted with the dual boost Nexcore Mesh Coil, the VIHO Turbo 10000 produces pronounced flavor that will tantalize the taste buds.
VIHO Turbo 10000 Disposable Features:
• Prefilled Capacity: 18mL
• Battery Capacity: 850mAh
• Max Puffs: 10000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Dual Boost Nexcore Mesh Coil
• Charging: Type-C Port
Available Options:
Banana Icy, Blue Power, Blue Razz Icy, Cactus Lime, Cherry Berry, Cherry Cola, Clear, Coconut Pineapple, Cool Mint, Dragon Fruit Berries, Dragon Fruit Watermelon, Frozen Tundra, Grape Bubble Gum, Grape Ice, LA Mint, Lemon Mint, Mango Icy, Mango Peach Watermelon, Mighty Mint, Passionfruit Icy, Peach Icy, Peach Lemon, Peppermint Cream, Pineapple Ice, Raspberry Watermelon, Sex On The Beach, Sour Apple Icy, Sour Raspberry Bubble Gum, Strawberry Cheesecake, Strawberry Kiwi, Strawberry Raspberry, Strawmelon Icy, Tobacco, Triple Berries, Tropical Melon, Watermelon Bubblegum, Watermelon Cactus Jack, Watermelon Icy, White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,"Banana Icy, Blue Power, Blue Razz Icy, Cactus Lime, Cherry Berry, Cherry Cola, Clear, Coconut Pineapple, Cool Mint, Dragon Fruit Berries, Dragon Fruit Watermelon, Frozen Tundra, Grape Bubble Gum, Grape Ice, LA Mint, Lemon Mint, Mango Icy, Mango Peach Watermelon, Mighty Mint, Passionfruit Icy, Peach Icy, Peach Lemon, Peppermint Cream, Pineapple Ice, Raspberry Watermelon, Sex On The Beach, Sour Apple Icy, Sour Raspberry Bubble Gum, Strawberry Cheesecake, Strawberry Kiwi, Strawberry Raspberry, Strawmelon Icy, Tobacco, Triple Berries, Tropical Melon, Watermelon Bubblegum, Watermelon Cactus Jack, Watermelon Icy, White Gummy",,yes,,no,,,,yes,,,,https://www.elementvape.com/viho-turbo-10000-disposable-bundle-pack
[5-PACK] ARCHER 12000 DISPOSABLE,FIND BRAND,[5-PACK] ARCHER 12000 DISPOSABLE,,$59.99,"Save more with the 5-Pack Archer 12000 Disposable Bundle Pack, featuring the innovative iDuo Mesh Coils, Jump Mode wattage boost, and a nifty childlock to prevent youth vaping. With its clever Jump mode, the Archer 12000 Disposable amps up the flavor experience. Thanks to the innovative iDuo Mesh Coils, this device's twin-coil design doubles the vapor output, creating rich, flavorful clouds that tantalize the taste buds. Plus, its adjustable airflow feature allows you to tailor the Archer 12000 Disposable to your liking, ensuring a magnificent flavor that suits your palate perfectly.
ARCHER 12000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 12000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: iDuo Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• 12W / 24W (Jump Mode)
• Battery Life Indicator
• E-Liquid Level Indicator
• Child-Proof Lock
INCLUDES:
• 5 Archer 12000 Disposables
AVAILABLE OPTIONS:
• Blue Razz
• Cherry Cola
• Grape Energy
• Kiwi Passion Fruit Guava
• Lemon Lime
• Peach Mango Watermelon
• Spearmint
• Strawberry Kiwi
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",18mL,5% (50mg),12000,12000,900mAh,"Blue Razz, Cherry Cola, Grape Energy, Kiwi Passion Fruit Guava, Lemon Lime, Peach Mango Watermelon, Spearmint, Strawberry Kiwi",iDuo Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/archer-12000-disposable-bundle-pack
[10-PACK] CRAZYACE B15000 DISPOSABLE,CRAZYACE,[10-PACK] CRAZYACE B15000 DISPOSABLE,,$129.99,"Save more with the 10-Pack CRAZYACE B15000 Disposable, featuring two 10mL tanks, 1.0ohm dual mesh coils, two power modes, and relays information on a smart display screen. Outfitted with a smart LED Display screen, the CrazyAce B15000 vape can determine the remaining battery life and eLiquid, assisting novice vapers on when to change to a new disposable. Equipped with the Rage or Eco Mode, users can select between bigger clouds or conserving eJuice. This optional setting determines the intensity of flavor, in exchange for using more eLiquid and battery life. Furthermore, the dual 1.0ohm mesh coils help create better, more intense, and more satisfying vapor, while cutting back on heating time, making satisfaction close to instant.
CRAZYACE B15000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: Dual Tanks - 10mL + 10mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: [15K] - 15000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 1.0ohm Dual-Mesh Coils
• DISPLAY SCREEN: Smart LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Eco Mode - More Puffs
• Rage Mode - More Vapor
INCLUDES:
• 10 CRAZYACE B15000 Disposable
AVAILABLE OPTIONS:
• Apple Gummy
• Banana Ice
• Blue Cotton Candy
• Blueberry Raspberry Ice
• Cherry Lemonade
• Fresh Mint
• Fuji Apple
• Hawaii Mint
• Lemon Pie
• Lush Ice
• Mixed Berry
• Peach Mango
• Pineapple Slush
• Rainbow Burst
• Raspberry Watermelon
• Sakura Grape
• Strawberry Ice
• Strawberry Kiwi
• Strawberry Lemonade
• Strawberry Watermelon
• Watermelon Bubble Gum
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",Dual Tanks - 10mL + 10mL,5% (50mg),[15K] - 15000,[15K] - 15000,900mAh,"Apple Gummy, Banana Ice, Blue Cotton Candy, Blueberry Raspberry Ice, Cherry Lemonade, Fresh Mint, Fuji Apple, Hawaii Mint, Lemon Pie, Lush Ice, Mixed Berry, Peach Mango, Pineapple Slush, Rainbow Burst, Raspberry Watermelon, Sakura Grape, Strawberry Ice, Strawberry Kiwi, Strawberry Lemonade, Strawberry Watermelon, Watermelon Bubble Gum",1.0ohm Dual-Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/crazyace-b15000-bundle-pack
