Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
615,Off Stamp,Dragon Strawnana OFF STAMP SW9000 Kit,55163,$14.99 ,"The Dragon Strawnana Off Stamp SW9000 Kit includes both the prefilled disposable vape component and the Off Stamp detachable battery dock. The charging dock provides 800mAh of power and is required to charge the disposable vape. The battery dock is reusable and contains the bulk of the sophisticated electronics. This makes it an eco-friendly choice. Once you have the dock, you can save by purchasing prefilled disposable vapes. The disposable vape component holds 13ml of e-liquid and has an integrated 200mAh battery. It requires the battery dock for recharging purposes. The two components connect seamless with a magnetic connector, combining to create a 1000mAh rechargeable disposable with an estimated puff count of 9000 and a nicotine strength of 5 percent.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (included in all Off Stamp kits),,,,,,,,False,0,0,Closed System
616,Off Stamp,Miami Mint OFF STAMP SW9000 Kit,55164,$14.99 ,"The Miami Mint Off Stamp SW9000 disposable vape kit includes an 800mAh charging dock and a detachable disposable vape with a capacity of 13ml and an integrated 200mAh battery. Note that the battery charging dock is required to recharge the disposable vape battery. The charging dock is reusable and contains most of the sophisticated electronics, reducing waste. Once you are in possession of the charging dock after your kit purchase, the prefilled disposable vape serves as cost-effective refill. With a nicotine strength of 5 percent and a puff count of 9000, the great flavor will keep adult vapers coming back.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (included in all Off Stamp kits),,,,,,,,True,0,0,Closed System
617,Off Stamp,Watermelon Ice OFF STAMP SW9000 Kit,55167,$14.99 ,"The Watermelon Ice Off Stamp SW9000 includes everything you need to enjoy one of the most eco-friendly disposable vapes on the market. This is a disposable vape which has two components. The reusable charging dock includes an 800mAh battery and can used to charge the prefilled Off Stamp SW9000 disposable vape. The disposable vape half holds 13ml of e-liquid and has an integrated 200mAh battery. The two halves are designed to be snapped together magnetically, creating a 1000mAh disposable vape with an estimated puff count of 9000. The nicotine strength is 5 percent. The disposable vape half of the Off Stamp can be used independently thanks to a 200mAh battery but requires the battery dock to be charged. With the electronic components and larger battery dock designed for reuse, the future of disposable vapes has arrived. Once you have the battery dock, the basic disposable vape can be purchased separately at a savings.",13ml,9000,,Mesh Coil,,,,False,,50 MG,,False,False,200mAh (Rechargeable via Off Stamp Battery Pack Only) 800 mAh (included in all Off Stamp kits),,,,,,,,True,0,0,Closed System
618,Prime Bar,Magic Moon Prime Bar 8000,54830,$15.99 ,,15ml,8000,The Magic Moon provides a mixed fruit taste that features a melon blend.,Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
619,Prime Bar,Pink Lemonade Prime Bar 8000,55157,$15.99 ,,15ml,8000,"A sweet and zesty fresh lemonade taste mixed with a ripe, fruit medley in every puff.",Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
620,Prime Bar,Strawberry Ice Prime Bar 8000,55156,$15.99 ,,15ml,8000,Strawberry Ice Prime Bar blends a ripened strawberry taste with a refreshing cool mint.,Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
621,Pyne Pod,White Gummy Pyne Pod Boost,54521,$13.99 ,,10ml,Up to 8500 puffs,"A masterfully nostalgic throwback, the White Gummy Pyne Pod mimics the mysterious yet bold flavor of a chewable confection that was often shaped like a beloved, roly-poly forest creature.",Features Dual Coils,,200.0,,True,Battery & Liquid Display,50 MG,,False,False,550mAh (Rechargeable via USB-C),Flavor Boost Mechanism,,,,,,,False,0,0,Closed Refills
622,Pyne Pod,Blueberry Cotton Candy Pyne Pod Boost,54527,$13.99 ,,10ml,Up to 8500 puffs,Immerse yourself in the carnival atmosphere with the whimsical Blueberry Cotton Candy Pyne Pod. This blend effortlessly captures the sweet essence of blueberries mixed with the playful taste of spun sugar for an enchantingly sweet vaping experience.,Features Dual Coils,,200.0,,True,Battery & Liquid Display,50 MG,,False,False,550mAh (Rechargeable via USB-C),Flavor Boost Mechanism,,,,,,,False,0,0,Closed Refills
623,Prime Bar,Strawberry Pom Prime Bar 8000,55278,$15.99 ,,15ml,8000,The Strawberry Pom Prime Bar blends the perfect amount of sweet strawberry with tart pomegranate for a sophisticated vape flavor.,Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
624,Prime Bar,Frozen Banana Prime Bar 8000,55279,$15.99 ,,15ml,8000,"Frozen Banana Prime Bars mix a creamy, ripened banana base with a refreshing mint.",Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
625,Prime Bar,Strawberry Kiwi Prime Bar 8000,55280,$15.99 ,,15ml,8000,Strawberry Kiwi blends a ripe strawberry taste with a splash of tropical kiwi.,Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
626,Prime Bar,Cotton Candy Prime Bar 8000,55273,$15.99 ,,15ml,8000,An ultra sweet blend of carnival flavors in every puff.,Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
627,Prime Bar,Pom Berry Ice Prime Bar 8000,55274,$15.99 ,,15ml,8000,"A sweetened berry mixture that adds a complex, tart pomegranate taste and a blast of cooling mint.",Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
628,Prime Bar,Grape Prime Bar 8000,54195,$15.99 ,,15ml,8000,"A symphony of flavor, the Grape Prime Bar vape delivers a delightful blend of succulent, ripe grape notes with a refreshing, crisp exhale. This flavor encapsulates the full-bodied essence of vine-ripened grapes, creating a sophisticated vaping experience that is both vibrant and satisfying.",Made with 1.0 ohm Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
629,Geek Vape,Grape Lemon Geek Bar Pulse,55266,$15.99 ,,16ml,7500,"Enjoy this flavorful blend of classic grape flavors cut with a tart kick of lemon. The Gemini Grape Lemon Geek Bar Pulse perfectly balances these complementary flavors, with the juicy burst of Concord grape perfectly offset with a tang inspired by sugar-dipped lemons. The zodiac symbol for Gemini is the Twin. Yet the Geek Bar Pulse Gemini Grape Lemon demonstrates how two quite different flavors can be fused into a cohesive whole.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
630,Lost Mary,Citrus Sunrise Lost Mary MT15000 Turbo,55204,$16.99 ,,16ml,"15,000","Wake up your senses with the Citrus Sunrise Lost Mary MT15000 Turbo. Immerse yourself in this vibrant blend of tangy citrus fruit notes, which never fail to provide a bright and invigorating vaping experience.",Dual Mesh Coil,,,,True,E-Liquid and Battery Meters,50 MG,Smooth Mode (11W)/ Turbo Mode (22W),False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
631,Space Mary,Strawberry Snowcone Space Mary SM8000,54878,$15.99 ,,18ml,8000,"The Strawberry Snowcone Space Mary SM8000 transports your senses to a summer carnival with its sweet, juicy, and cool strawberry flavor which is inspired by a nostalgic icy treat. Syrupy sweetness is offset with tart berry notes.",Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
632,Space Mary,Blue Trio Lemon Space Mary SM8000,54874,$15.99 ,,18ml,8000,Immerse yourself in a cosmic journey of flavors with the Blue Trio Lemon Galaxy Space Mary SM8000. This vape marries the sweet essence of popular berry flavors to create an all-day vape which is out of this world.,Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
633,Flonq,Strawberry Kiwi FLONQ Max Smart,55405,$14.99 ,,14ml,10000,"With the classic pairing of tart kiwi and sweet strawberries, the Strawberry Kiwi Flonq Max Smart creates a balanced and refreshing vape experience. This blend perfectly merges the sweet notes of ripe strawberries with the tangy undertones of fresh kiwi, creating a harmonious symphony on your palate.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
634,Flonq,Pineapple Coconut FLONQ Max Smart,55407,$14.99 ,,14ml,10000,"The Pineapple Coconut Flonq Max Smart is an invigorating beverage vape that fuses sweet tropical pineapple flavors with the creaminess of ripe coconut. This combination offers a truly refreshing vaping experience, making you feel as though you're sipping on a tropical cocktail on a sunny beach.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
635,Flonq,Mango FLONQ Max Smart,55408,$14.99 ,,14ml,10000,"The Mango Flonq is a stunning example of the classic mango flavor, which adult vapers can't resist. The ripe fruit notes, encased within a delicious mango confection shell, creates a blissful journey for your taste buds from the moment you inhale.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
636,Flonq,Strawberry Banana FLONQ Max Smart,55409,$14.99 ,,14ml,10000,"Flavors inspired by ripe strawberries and smooth bananas come together in the delicious Strawberry Banana Flonq Max Smart. This flavor provides a cohesive and delightful vape experience, where the sweet profile of ripe strawberries perfectly mingles with smooth banana notes, resulting in a flavor profile that is nothing short of amazing.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
637,Flonq,Blue Razz FLONQ Max Smart,55410,$14.99 ,,14ml,10000,"Dive into the thrilling world of vaping with the Blue Razz Flonq Max Smart. The tangy essence of blue raspberry takes center stage, with its vibrant taste that is not overly sweet, making it ideal for those who enjoy a balanced flavor profile. As you inhale, your palate will be treated to the classic and nostalgic notes of blue raspberry, conjuring up feelings of delight and satisfaction.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
638,Flonq,Peach Ice FLONQ Max Smart,55411,$14.99 ,,14ml,10000,"Experience the cool blast of ice mingling with sweet and nectary peach notes in the Peach Ice Flonq Max Smart. This classic vape flavor offers a balanced taste profile where the coolness of ice compliments the sweetness of ripe peaches, resulting in a refreshing vaping journey.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
639,Flonq,Watermelon Bubblegum FLONQ Max Smart,55412,$14.99 ,,14ml,10000,"Experience the classic chewable confectionery taste with the Watermelon Bubblegum Flonq Max Smart. The distinct watermelon notes entice the palate with tart yet sweet tones, creating an accurate representation of the nostalgic bubblegum flavor. This blend takes you on a trip down memory lane, offering a vaping experience that is both enjoyable and unique.",Made with Mesh Coil,,,,False,,5 PERCENT,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
640,Space Mary,Blue Gummy Space Mary SM8000,55381,$15.99 ,,18ml,8000,The Blue Gummy flavor from Space Mary uses a sweetened blueberry and raspberry base with an assortment of other mixed fruits.,Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
641,Space Mary,Cali Mint Space Mary SM8000,55382,$15.99 ,,18ml,8000,"The Cali Mint Space Mary SM8000 is a refreshing flavor adventure, combining a cool, crisp mint essence with an invigorating kick of pure iced menthol flavor. This flavor pays tribute to the cool breezes of California, offering a breath of fresh air with every puff.",Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
642,Space Mary,Miami Mint Space Mary SM8000,55383,$15.99 ,,18ml,8000,"The Miami Mint Space Mary SM8000 is an invigorating blend of crisp mint with a subtle tart citrus undertone. This flavor echoes the vibrant and lively spirit of Miami, perfectly balancing the coolness of mint with a tropical tart edge that elevates your vaping experience.",Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
643,Space Mary,Grape Gummy Space Mary SM8000,55384,$15.99 ,,18ml,8000,"Indulge in the Grape Gummy Space Mary SM8000, a flavor that encapsulates the tartness and sweetness of juicy grapes into a bold, confectionary delight. This vape is your ticket to reliving fond childhood memories of pure saccharine joy.",Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
644,Space Mary,Razzalada Space Mary SM8000,55385,$15.99 ,,18ml,8000,"The Razzalada Space Mary SM8000 offers a unique flavor profile that combines the zesty sweetness of ripe raspberries with the cool, refreshing essence of a tropical pina colada beverage.",Mesh Coil,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
645,Funky Republic,Berry Mix Funky Lands Ti7000,53282,$13.99 ,,12.8ml,7000,"The Super Berry Funky Lands Ti7000 (formerly Funky Republic) disposable combines mixed berries with a light ""ice"" for a well-balanced flavor.",QUAQ Coil Technology,Super Berry Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,True,0,0,Unknown
646,Beard Vape Co,Apple Super Strudel Fifty Bar,55391,$14.99 ,,16ml,6500,"Indulge in the Apple Super Strudel Fifty Bar, a delectable creation that takes you on a journey to the heart of Bavaria with every puff. Imagine biting into fresh, crisp apples wrapped in a warm, buttery strudel pastry. The flavors are expertly balanced to capture the essence of a homemade dessert, complete with sweetness and depth in every draw. Formulated by American experts for the US assembled Fifty Bar.",,,,,False,,50 MG,,False,False,400mAh (Rechargeable via USB-C),,Anti-Burn Technology,,Assembled in USA with USA-made e-Liquid,,,,False,0,0,Unknown
647,Beard Vape Co,Butterbean Fifty Bar,55395,$14.99 ,,16ml,6500,"A butterscotch and vanilla bean custard flavor, the Butterbean Fifty Bar is a velvety and sweet flavor. Crafted by American master formulators for those with a penchant for decadent dessert flavors, adult vapers will love this fusion of rich, golden butterscotch with smooth, creamy custard notes. This is an elegant, deeply satisfying vape that envelops the palate with its sweet and smooth essence.",,,,,False,,50 MG,,False,False,400mAh (Rechargeable via USB-C),,Anti-Burn Technology,,Assembled in USA with USA-made e-Liquid,,,,False,0,0,Unknown
648,Pod King,Blue Razz Frostbite Pod King XC10000,55352,$9.99 ,,20ml,10000,The Blue Razz Frostbite Pod King XC10000 is a great blue raspberry vape enhanced layers of icy chill.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Closed Refills
649,Funky Republic,Pink Grapefruit Funky Republic Ti7000,53280,$13.99 ,,12.8ml,7000,"The Pink Bomb Funky Republic Ti7000 features a blast of raspberry, cream, lemon and grapefruit flavors. A raspberry base with light notes of the citrus lemon and grape fruit. Formerly known as Pink Grapefruit.",QUAQ Coil Technology,Pink Bomb Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",40 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
650,Funky Republic,Blueberry Duo Ice Funky Lands Ti7000,53656,$13.99 ,FUNKY REPUBLIC DISPOSABLE VAPE\n\n\n\nFlavor: The Blueberry Duo Ice Funky Republic Ti7000 combines an authentic ripe blueberry fruit flavor with a huge blast of coolness.\n\nName Change:,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,True,0,0,Disposable System
651,Funky Republic,Ice Mint Funky Lands Ti7000,53657,$13.99 ,FUNKY REPUBLIC DISPOSABLE VAPE\n\n\n\nFlavor: The Ice Mint Funky Republic Frozen Edition Ti7000 has spearmint sparkle to go with polar coolness in a tasty double ice blast. \n\nName Change:,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,True,0,0,Disposable System
652,Funky Republic,Strawberry Duo Ice Funky Republic Ti7000,53659,$13.99 ,"FUNKY REPUBLIC DISPOSABLE VAPE\n\n\n\nFlavor: The Strawberry Duo Ice Funky Republic Frozen Edition Ti7000 is a perfect strawberry fruit salt nic juice augmented with a blizzard of chilly flavor. \n\nName Change: Strawberry Duo Ice Funky Lands Frozen Edition Ti7000\n\nNicotine Level: 50mg\n\nPuffs per Device: +7000\n\nBattery: 600mAh (Rechargeable via USB-C)\nE-Liquid Indicator Light\nBattery Indicator Light\nQUAQ Coil Technology\n\n\nWelcome to Funky Lands! Where the superior quality of Funky Republic lives on under the new Funky Lands Banner! \nThe name has changed but whether it says Funky Republic or Funky Lands, you are receiving the same great product. \nBrowse more disposable vape flavors"", ""category"": ""Disposables - Funky Republic Ti7000"", ""url"": ""https://mipod.com/products/strawberry-duo-ice-funky-republic-ti7000"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/files/Funky-Republic_Strawberry-Duo-Ice_600x600_6cc86ac7-aedc-41a0-b168-1e2934aed82d_1024x1024.png?v=1691008453"", ""image"": ""https://mipod.com/cdn/shop/files/Funky-Republic_Strawberry-Duo-Ice_600x600_6cc86ac7-aedc-41a0-b168-1e2934aed82d_1024x1024.png?v=1691008453"", ""name"": ""Funky Republic Ti7000 Frozen Edition Strawberry Duo Ice"", ""width"": 1024, ""height"": 1024 } }",,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Closed System
653,Pod King,Arctic Oasis Pod King XC10000,55349,$9.99 ,,20ml,10000,The Arctic Oasis Pod King XC10000 sweet and cool spearmint inspired flavors making this a refreshing all-day vape flavor.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Closed Refills
654,Pod King,Rainbow Burst Pod King XC10000,55350,$9.99 ,,20ml,10000,"The Rainbow Burst Pod King XC10000 features a rainbow of berry, fruit, and tropical confection flavors.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
655,Pod King,Bear Hug Pod King XC10000,55351,$9.99 ,,20ml,10000,"The Bear Hug Pod King XC10000 features a range of tropical fruit flavors, perfectly balancing sweet, juicy and tart notes.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
656,Pod King,Cool Mango Crush Pod King XC10000,55353,$9.99 ,,20ml,10000,Cool and minty ice flavors are added to a nectary mango base to create the Cool Mango Crush Pod King XC10000.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Closed Refills
657,Pod King,Tiger's Blood Pod King XC10000,55354,$9.99 ,,20ml,10000,The Tigers Blood Pod King XC10000 combines ripe red strawberry flavors into a delightful slurry of tropical fruit notes.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
658,Pod King,Peachy Dew Dream Pod King XC10000,55355,$9.99 ,,20ml,10000,The Peachy Dew Dream Pod King XC10000 adds ripe honeydew melon notes to a nectary peach flavor.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
659,Pod King,Lemon Appleade Pod King XC10000,55356,$9.99 ,,20ml,10000,"The Lemon Appleade Pod King XC10000 fuses tart citrus, juicy apple, and refreshing beverage notes.",,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
660,Pod King,Aloe Mango Nectar Pod King XC10000,55357,$9.99 ,,20ml,10000,The Aloe Mango Nectar Pod King XC10000 combines cool aloe and tropical mango flavors.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Closed Refills
661,Pod King,Dragonfruit Dream Bears Pod King XC10000,55358,$9.99 ,,20ml,10000,The Dragonfruit Dream Bears Pod King XC10000 adds dragonfruit notes to a blend of soft chewable confection flavors often forged into a bear shaped gummy.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
662,Pod King,Strawberry Dream Bears Pod King XC10000,55359,$9.99 ,,20ml,10000,The Strawberry Dream Bears Pod King XC10000 is a delightful strawberry vape flavor formulated for all-day enjoyment.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
663,Pod King,Strawberry Gelato Freeze Pod King XC10000,55360,$9.99 ,,20ml,10000,The Strawberry Gelato Freeze Pod King XC10000 features a smooth Italian strawberry gelato flavor enhanced with a pinch of cool mint.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Closed Refills
664,Pod King,Tropical Orchard Twist Pod King XC10000,55361,$9.99 ,,20ml,10000,The Tropical Orchard Twist Pod King XC10000 is a mixed tropical fruit medley flavor.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
665,Pod King,Dragonfruit Twilight Pod King XC10000,55362,$9.99 ,,20ml,10000,Tropical fruits and a pinch of dragonfruit are delightful flavors in the Dragonfruit Twilight Pod King XC10000.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
666,Pod King,Mango Tropi-Kiss Pod King XC10000,55363,$9.99 ,,20ml,10000,The Mango Tropi-Kiss Pod King XC10000 blends tropical fruit notes with ripe mango flavors.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
667,Pod King,Cotton Cloud Pod King XC10000,55364,$9.99 ,,20ml,10000,Sweet spun sugar confection notes about in the sweet and satisfying Cotton Cloud Pod King XC10000.,,,,,True,Battery and e-Juice Indicators,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Closed Refills
668,ELUX,Watermelon Ice ELUX Cyberover,55480,$16.99 ,,18ml,"18,000","Experience the refreshing taste of juicy watermelons paired with a cool menthol finish, this Lush Ice vape is perfect for a hot summer day.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
669,ELUX,Miami Mint ELUX Cyberover,55471,$16.99 ,,18ml,"18,000","Immerse yourself in the invigorating embrace of Miami Mint ELUX Cyberover, where every puff delivers a refreshing kick of cool mint.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
670,ELUX,Lost Cherry ELUX Cyberover,55472,$16.99 ,,18ml,"18,000","Succumb to the luscious allure of the Lost Cherry ELUX Cyberover, which accurately mimics a delicious and refreshing cherry cola flavor.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
671,ELUX,Juicy Mango ELUX Cyberover,55473,$16.99 ,,18ml,"18,000","Dive into a tropical paradise with the Juicy Mango ELUX Cyberover, which has the bold and classic mango flavors that adult vapers love.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
672,ELUX,Strawberry Watermelon ELUX Cyberover,55474,$16.99 ,,18ml,"18,000","The Strawberry Watermelon ELUX Cyberover combines succulent strawberries and refreshing watermelon, creating a complex and delicious fruit vape flavor.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
673,ELUX,Blue Razz Ice ELUX Cyberover,55475,$16.99 ,,18ml,"18,000","The Blue Razz Ice ELUX Cyberover is an icy blue raspberry flavor that is delicious, dynamic, and nostalgic.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Turbo Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
674,ELUX,Strawnana ELUX Cyberover,55476,$16.99 ,,18ml,"18,000","The Strawnana ELUX Cyberover offers a perfect marriage of the sweet, farm-fresh strawberry notes, a tart confection essence, and the creamy, sweet notes of ripe banana.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
675,ELUX,Razzberry Coconut ELUX Cyberover,55477,$16.99 ,,18ml,"18,000","Indulge in the exotic fusion of rich raspberry notes and the creamy, sweet undertones of tropical coconut flavor with the Razzberry Coconut ELUX Cyberover.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
676,ELUX,Peach Mango Watermelon ELUX Cyberover,55478,$16.99 ,,18ml,"18,000","The Peach Mango Watermelon ELUX Cyberover is an exquisite symphony of flavors, each puff intertwining the delicate sweetness of peaches, a tropical blast of mango, and a refreshing splash of watermelon flavor.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,50 MG,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
677,ELUX,Red Bomb ELUX Cyberover,55479,$16.99 ,,18ml,"18,000","Prepare for an explosion of flavor with the Red Bomb ELUX Cyberover, where the quintessential taste of cherry is enhanced with a symphony of complimentary red fruit flavors.",Dual Mesh Coil,,,"1= Power is at 50%, 2 = Power is at 30%, 3 = E-Liquid is under 5%",True,E-Liquid and Battery Meters,5 PERCENT,Norm Mode / Burst Mode,False,False,"600mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
